사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2026-01-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
K55207CP6437,교보악사평생든든TDF2045증권자투자신탁(혼합-재간접형)ClassC-Re(퇴직연금),교보악사운용,,,7.39,15.10,14.62,11.93,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.96,"9,600",146,20190521,,,,,
K55223D26790,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-퇴직e,KB운용,,,8.13,16.10,14.60,11.28,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.69,"6,900",395,20200429,,,,,
K55223EC5606,KB온국민TDF2060증권자투자신탁(주식혼합-재간접형)(UH)C-퇴직,KB운용,,,,,14.60,15.99,,,,,9.91,7.32,2등급(높은 위험),1.01,"10,100",4,20240924,,,,,
K55105CD4207,삼성KODEX 2차전지산업증권상장지수투자신탁[주식],삼성운용,,7.49,-2.08,-8.09,14.57,35.98,,12.73,9.25,27.68,90.67,46.83,1등급(매우 높은 위험),0.55,"5,500","14,870",20180911,,ETF,,,
K55301D49697,미래에셋ETF로자산배분TDF2050증권자투자신탁(주식혼합-재간접형)종류C-P2,미래에셋운용,,,7.80,14.67,14.54,11.40,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.31,"13,100",104,20200723,계열사,,,,
K55301D51362,미래에셋전략배분TDF2050혼합자산자투자신탁종류C-P2,미래에셋운용,,,8.34,15.87,14.54,12.96,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.37,"13,700",362,20200723,계열사,,,,
K55368DQ9921,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)C-Pe,iM에셋운용,,,,10.59,14.54,13.10,,,,12.24,6.42,4.21,4등급(보통 위험),1.10,"11,000",133,20220223,,,,,
K55301BW0031,미래에셋연금선진시장증권자투자신탁 1(주식-재간접형)종류C-P2e,미래에셋운용,,14.18,12.76,19.33,14.53,13.52,,13.61,11.55,19.78,15.71,13.39,3등급(다소 높은 위험),1.10,"11,000",67,20171012,계열사,,,,
K55301BU6253,미래에셋전략배분TDF2040혼합자산자투자신탁 종류C-P2e,미래에셋운용,,11.16,8.34,15.40,14.52,12.82,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.89,"8,900","5,516",20170817,계열사,,,,
K55107D40440,우리다같이TDF2040증권투자신탁(혼합-재간접형)ClassC-Pe,우리운용,,,7.40,13.67,14.52,11.05,,,6.86,11.38,9.91,7.32,4등급(보통 위험),0.77,"7,700",154,20200924,,,,,
K55105DD3646,삼성밀당다람쥐글로벌EMP증권자투자신탁[주식혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,13.77,20.52,14.50,16.44,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.48,"4,800",563,20201217,,,,,
K55105BV3828,삼성퇴직연금GREATCHINA40증권자투자신탁 1[채권혼합]_Ce,삼성운용,,2.71,0.42,5.62,14.49,9.48,,2.73,0.43,5.81,13.03,4.54,4등급(보통 위험),0.97,"9,700",107,20170817,,,,,
K55223DJ7382,KB다이나믹TDF2040증권자투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,,,15.37,14.48,11.48,,,,11.38,9.91,7.32,3등급(다소 높은 위험),0.73,"7,300",442,20220311,,,,,
K55206EB3249,키움KIWOOM미국블록버스터바이오테크의약품+증권상장지수투자신탁[주식],키움투자운용,,,,,14.47,25.32,,,,,9.82,14.30,2등급(높은 위험),0.89,"8,900",55,20240524,,ETF,,,
K55210DM8224,신한SOL미국S&P500ESG증권상장지수투자신탁[주식],신한자산운용,,,,29.21,14.46,22.42,,,,21.62,16.04,12.56,2등급(높은 위험),0.19,"1,900",977,20210910,,ETF,,,
K55301BM7624,미래에셋전략배분TDF2045혼합자산자투자신탁 종류C-P2,미래에셋운용,,11.06,8.11,15.41,14.45,12.91,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.24,"12,400","2,564",20170324,계열사,,,,
K55301E64793,미래에셋미국나스닥100인덱스증권자투자신탁(주식)(H)종류C-P2,미래에셋운용,,,,,14.38,12.23,,,,,18.87,13.71,2등급(높은 위험),0.78,"7,800",0,20240507,계열사,,,,
K55301B69897,미래에셋TIGER200헬스케어증권상장지수투자신탁(주식),미래에셋운용,0.21,1.45,-6.20,10.25,14.36,22.67,5.19,4.55,-2.43,22.79,29.75,26.03,1등급(매우 높은 위험),0.44,"4,400",377,20150922,계열사,ETF,,,
K55223EC5424,KB온국민TDF2060증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,,,,14.34,10.93,,,,,9.91,7.32,2등급(높은 위험),1.01,"10,100",3,20241121,,,,,
K55223BT1914,KB온국민TDF2050증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,10.30,7.84,15.78,14.31,11.22,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.01,"10,100",628,20170731,,,,,
K55370BU1953,AB셀렉트미국증권투자신탁(주식-재간접형)종류Ce-P2,AB자산운용,,14.46,12.75,17.95,14.28,10.44,,15.89,13.16,22.36,14.78,13.75,2등급(높은 위험),1.44,"14,400",336,20170817,,,,,
K55301BM1635,미래에셋ETF로자산배분TDF2045증권자투자신탁(주식혼합-재간접형)종류C-P2,미래에셋운용,,9.95,7.73,14.25,14.27,11.14,,7.85,6.86,11.38,9.91,7.32,2등급(높은 위험),1.19,"11,900",268,20170313,계열사,,,,
K55105BU1161,삼성한국형TDF2030증권투자신탁H[주식혼합-재간접형]Cpe(퇴직연금),삼성운용,,6.81,4.77,11.74,14.27,8.48,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.70,"7,000","1,629",20170803,,,,,
K55101BT4337,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-Re),한국투자신탁운용,,13.10,9.43,18.65,14.24,9.40,,11.53,9.86,17.12,15.84,11.63,3등급(다소 높은 위험),1.33,"13,300",612,20171025,,,,,
K55301BM7467,미래에셋전략배분TDF2040혼합자산자투자신탁 종류C-P2,미래에셋운용,,10.86,8.06,15.11,14.23,12.68,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.15,"11,500","1,482",20170324,계열사,,,,
K55213BO8445,한화PLUSS&P500증권상장지수투자신탁(주식-파생)(H),한화운용,,15.41,13.31,21.15,14.23,12.80,,15.70,13.13,21.51,15.66,12.45,2등급(높은 위험),0.39,"3,900",905,20170511,,ETF,,,
K55232CI3911,NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,9.02,15.49,14.23,10.59,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.69,"6,900",889,20190610,,,,,
K55223D26782,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,,7.77,15.71,14.22,11.10,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.01,"10,100",115,20200515,,,,,
K55301E49703,미래에셋TIGER미국캐시카우100증권상장지수투자신탁(주식),미래에셋운용,,,,,14.22,23.44,,,,,16.04,12.56,2등급(높은 위험),0.39,"3,900",124,20230915,계열사,ETF,,,
K55223BT1757,KB온국민TDF2045증권투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,10.14,7.88,15.90,14.20,11.01,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.69,"6,900",642,20170726,,,,,
K55301BT4251,미래에셋ETF로자산배분TDF2040증권자투자신탁 1(주식혼합-재간접형)종류C-P2e,미래에셋운용,,9.86,7.64,13.76,14.19,10.84,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.72,"7,200",533,20170811,계열사,,,,
K55301CC8524,미래에셋TIGER2차전지테마증권상장지수투자신탁(주식),미래에셋운용,,11.45,3.40,0.64,14.19,34.56,,12.73,9.25,27.68,90.67,46.83,1등급(매우 높은 위험),0.55,"5,500","10,763",20180911,계열사,ETF,,,
K55107DX3483,우리WON미국S&P500증권상장지수투자신탁(주식),우리운용,,,,28.61,14.19,20.02,,,,21.62,16.04,12.56,2등급(높은 위험),0.19,"1,900",546,20220930,,ETF,,,
K55105DJ2279,삼성KODEX미국스마트모빌리티S&P증권상장지수투자신탁[주식],삼성운용,,,,10.96,14.17,17.75,,,,35.58,23.10,18.79,1등급(매우 높은 위험),0.26,"2,600",98,20210628,,ETF,,,
K55213DS7136,한화PLUS미국S&P500증권상장지수투자신탁(주식),한화운용,,,,28.15,14.14,19.86,,,,21.62,16.04,12.56,2등급(높은 위험),0.26,"2,600",294,20220527,,ETF,,,
K55368DQ9913,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)C-P,iM에셋운용,,,,10.18,14.12,12.90,,,,12.24,6.42,4.21,4등급(보통 위험),1.48,"14,800",0,20220315,,,,,
K55105DF7322,삼성KODEX미국S&P500증권상장지수투자신탁[주식],삼성운용,,,,28.99,14.11,19.76,,,,21.51,15.66,12.45,2등급(높은 위험),0.07,700,"70,934",20210407,,ETF,,,
K55213DQ0364,한화PLUS글로벌수소&차세대연료전지증권상장지수투자신탁(주식),한화운용,,,,-14.60,14.09,26.07,,,,2.72,8.12,5.77,2등급(높은 위험),0.80,"8,000",186,20220211,,ETF,,,
K55105BC8721,삼성한국형TDF2030증권투자신탁H[주식혼합-재간접형]_Cp(퇴직연금),삼성운용,,6.60,4.58,11.53,14.05,8.38,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.89,"8,900","1,705",20160421,,,,,
K55364BU0854,에셋플러스글로벌리치투게더퇴직연금증권자투자신탁 1[주식]종류Ce,에셋플러스운용,,16.28,10.92,25.30,14.04,11.01,,13.20,11.48,19.16,16.17,12.35,3등급(다소 높은 위험),1.25,"12,500","2,576",20170808,,,,,
K55301D79199,미래에셋TIGER미국S&P500증권상장지수투자신탁(주식),미래에셋운용,,,20.78,28.85,14.02,19.71,,,13.13,21.51,15.66,12.45,2등급(높은 위험),0.07,700,"127,410",20200806,계열사,ETF,,,
K55232CI3903,NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,8.80,15.26,14.01,10.49,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.88,"8,800",55,20190614,,,,,
K55223E05289,KBRISE미국S&P500증권상장지수투자신탁(주식)(H),KB운용,,,,,13.99,11.62,,,,,15.66,12.45,2등급(높은 위험),0.16,"1,600",806,20230317,,ETF,,,
K55105D43299,삼성ETF를담은TDF2055증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,7.98,14.05,13.98,9.68,,,6.82,11.14,10.12,6.88,3등급(다소 높은 위험),0.66,"6,600",624,20200525,,,,,
K55223DG4176,KBRISE미국S&P500증권상장지수투자신탁(주식),KB운용,,,,28.84,13.98,19.70,,,,26.59,12.69,18.49,2등급(높은 위험),0.08,800,"13,352",20210407,,ETF,,,
K55366BT9369,iM에셋글로벌자산배분증권투자신탁(주식혼합-재간접형)(H)(C-Rpe),iM에셋운용,,7.48,3.93,10.89,13.97,7.76,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.33,"13,300",30,20170808,,,,,
K55101D78195,한국투자ACE미국S&P500증권상장지수투자신탁(주식),한국투자신탁운용,,,20.91,28.86,13.96,19.72,,,13.13,21.51,15.66,12.45,2등급(높은 위험),0.07,700,"30,443",20200804,,ETF,,,
K55209DX1492,신영TDF2050증권투자신탁(혼합-재간접형)C-P2e형,신영운용,,,,11.92,13.93,9.48,,,,11.38,9.91,7.32,2등급(높은 위험),1.08,"10,800",13,20221102,,,,,
K55223DJ3068,KB글로벌AI메타버스테크증권자투자신탁(주식)(UH)C-퇴직e,KB운용,,,,41.51,13.92,21.43,,,,18.69,17.29,12.82,1등급(매우 높은 위험),1.33,"13,300",594,20210617,,,,,
K55210DU6020,신한SOL미국S&P500증권상장지수투자신탁[주식],신한자산운용,,,,28.88,13.92,19.60,,,,21.62,16.04,12.56,2등급(높은 위험),0.12,"1,200","1,938",20220617,,ETF,,,
K55101BD5738,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-R),한국투자신탁운용,,12.78,9.11,18.32,13.91,9.24,,11.53,9.86,17.12,15.84,11.63,3등급(다소 높은 위험),1.63,"16,300",202,20160610,,,,,
K55301BM6089,미래에셋ETF로자산배분TDF2040증권자투자신탁 1(주식혼합-재간접형)종류C-P2,미래에셋운용,,9.56,7.36,13.48,13.90,10.70,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.98,"9,800",237,20170511,계열사,,,,
K55370BK9776,AB셀렉트미국증권투자신탁(주식-재간접형)종류C-P2,AB자산운용,,14.06,12.36,17.55,13.89,10.25,,15.89,13.16,22.36,14.78,13.75,2등급(높은 위험),1.79,"17,900",310,20170119,,,,,
K55105DW2744,삼성KODEX미국배당커버드콜S&P액티브증권상장지수투자신탁[주식-파생형],삼성운용,,,,18.44,13.89,17.22,,,,21.62,16.04,12.56,2등급(높은 위험),0.26,"2,600","10,733",20220923,,ETF,,,
K55213EE8527,한화디딤안정성장자산배분증권자투자신탁(혼합-재간접형)C-RP(퇴직연금),한화운용,,,,,13.88,11.59,,,,,6.42,4.21,3등급(다소 높은 위험),0.79,"7,900",0,20240930,,,,,
K55105DY7584,삼성KODEX미국S&P500증권상장지수투자신탁[주식](H),삼성운용,,,,20.33,13.87,11.60,,,,21.62,16.04,12.56,2등급(높은 위험),0.14,"1,400","6,983",20221130,,ETF,,,
K55209DE4705,신영TDF2040증권투자신탁(혼합-재간접형)C-P2e형,신영운용,,,,12.75,13.86,9.23,,,,11.14,10.12,6.88,3등급(다소 높은 위험),1.08,"10,800",90,20210705,,,,,
K55101DY6929,한국투자ACE엔비디아채권혼합증권상장지수투자신탁(채권혼합),한국투자신탁운용,,,,38.35,13.86,9.53,,,,9.66,20.66,11.35,4등급(보통 위험),0.13,"1,300","2,792",20221128,,ETF,,,
K55223BT1740,KB온국민TDF2045증권투자신탁(주식혼합-재간접형)C-퇴직,KB운용,,9.78,7.53,15.52,13.82,10.83,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.01,"10,100",233,20170731,,,,,
K553J1EF1685,타임폴리오TIMEFOLIO글로벌소비트렌드액티브증권상장지수투자신탁(주식),타임폴리오자산운용,,,,,13.82,17.96,,,,,4.61,5.70,2등급(높은 위험),0.98,"9,800",165,20241028,,ETF,,,
K55365DA4873,KCGI프리덤TDF2045증권자투자신탁[주식혼합-재간접형]종류C-Pe2,KCGI운용,,,8.73,15.73,13.80,14.52,,,6.86,11.38,9.91,7.32,4등급(보통 위험),0.73,"7,300",426,20201231,,,,,
K55301BW0023,미래에셋밸런스롱숏증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,4.81,5.08,6.59,13.78,4.04,,5.28,4.68,9.66,20.66,11.35,5등급(낮은 위험),0.85,"8,500",13,20171011,계열사,,,,
K55301DY6612,미래에셋TIGER미국S&P500증권상장지수투자신탁(주식-파생형)(H),미래에셋운용,,,,20.62,13.77,11.78,,,,21.62,16.04,12.56,2등급(높은 위험),0.17,"1,700","4,399",20221123,계열사,ETF,,,
K55365DA5052,KCGI프리덤TDF2050증권자투자신탁[주식혼합-재간접형]종류C-Pe2,KCGI운용,,,8.50,15.84,13.74,15.00,,,6.86,11.38,9.91,7.32,4등급(보통 위험),0.75,"7,500",710,20201224,,,,,
K55210EC9637,신한SOL미국500타켓데일리커버드콜액티브증권상장지수투자신탁[주식-파생형],신한자산운용,,,,,13.74,19.72,,,,,16.04,12.56,2등급(높은 위험),0.63,"6,300",88,20241011,,ETF,,,
K55232BU4799,NH-Amundi글로벌스마트베타증권자투자신탁(H)[주식]ClassC-P2e(퇴직연금),NH-Amundi운용,,8.46,7.97,12.29,13.71,13.22,,12.40,9.68,18.89,19.85,12.21,4등급(보통 위험),1.41,"14,100",5,20170831,,,,,
K55223DX5248,KBRISETDF2040액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,17.20,13.70,13.28,,,,11.38,9.91,7.32,3등급(다소 높은 위험),0.38,"3,800",179,20220920,,ETF,,,
K55366B36188,iM에셋글로벌자산배분증권투자신탁(주식혼합-재간접형)(H)(C-Rp),iM에셋운용,5.18,7.22,3.67,10.61,13.69,7.63,6.33,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),1.58,"15,800",26,20151029,,,,,
K55364C93745,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-P2e,에셋플러스운용,,16.11,10.75,24.88,13.67,10.72,,12.01,9.96,17.88,17.20,10.87,3등급(다소 높은 위험),1.25,"12,500",467,20180709,,,,,
K55210BU2419,신한마음편한TDF2035증권투자신탁[주식혼합-재간접형](종류C-re),신한자산운용,,9.67,7.99,14.36,13.66,10.77,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.59,"5,900","1,963",20170822,,,,,
K55223E34636,KBRISE글로벌자산배분액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,,13.66,11.81,,,,,13.54,11.07,4등급(보통 위험),0.21,"2,050","3,683",20230623,,ETF,,,
K55206DZ1360,키움KIWOOM미국S&P500증권상장지수투자신탁[주식],키움투자운용,,,,28.71,13.64,19.42,,,,21.62,16.04,12.56,2등급(높은 위험),0.11,"1,100",753,20221216,,ETF,,,
KR5364AW9468,에셋플러스글로벌리치투게더퇴직연금증권자투자신탁 1[주식]종류C,에셋플러스운용,12.73,15.80,10.47,24.79,13.58,10.78,10.14,13.20,11.48,19.16,16.17,12.35,3등급(다소 높은 위험),1.67,"16,700","1,872",20141111,,,,,
K55301CB9739,미래에셋베트남고배당IPO증권자투자신탁(UH)(주식)종류C-P2e,미래에셋운용,,12.36,15.29,21.02,13.58,26.99,,12.42,13.39,21.57,31.71,35.70,2등급(높은 위험),1.40,"14,000",80,20180731,계열사,,,,
K55206DU2546,키움KIWOOMTDF2050액티브증권상장지수투자신탁[혼합-재간접형],키움투자운용,,,,20.46,13.55,16.71,,,,11.14,10.12,6.88,2등급(높은 위험),0.83,"8,280",82,20220629,,ETF,,,
K55223DU8344,KB스타미국S&P500인덱스증권자투자신탁(주식-파생형)(H)클래스C-퇴직e,KB운용,,,,19.63,13.55,10.83,,,,21.51,15.66,12.45,2등급(높은 위험),0.91,"9,100","1,233",20220704,,,,,
K55210DT4614,신한미국S&P500인덱스증권자투자신탁(UH)[주식-파생형](종류C-re),신한자산운용,,,,,13.54,18.89,,,,,12.69,18.49,2등급(높은 위험),0.33,"3,300","1,625",20230920,,,,,
K55210DT4440,신한미국S&P500인덱스증권자투자신탁(H)[주식-파생형](종류C-re),신한자산운용,,,,,13.53,11.51,,,,,15.66,12.45,2등급(높은 위험),0.37,"3,700",448,20230616,,,,,
K55223DJ3043,KB글로벌AI메타버스테크증권자투자신탁(주식)(UH)C-퇴직,KB운용,,,,40.97,13.47,21.20,,,,18.69,17.29,12.82,1등급(매우 높은 위험),1.73,"17,300",14,20210714,,,,,
K55210BR6563,신한마음편한TDF2035증권투자신탁[주식혼합-재간접형]종류C-r,신한자산운용,,9.38,7.72,14.09,13.45,10.66,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.78,"7,800",730,20170719,,,,,
K55232DU0555,NH-AmundiHANARO미국S&P500증권상장지수투자신탁(주식),NH-Amundi운용,,,,28.12,13.42,19.39,,,,21.62,16.04,12.56,2등급(높은 위험),0.57,"5,700",148,20220607,,ETF,,,
K55301BW0734,미래에셋미국인덱스EMP증권자투자신탁(주식-재간접형)종류C-P2e,미래에셋운용,,15.09,13.05,20.35,13.40,13.10,,15.89,13.16,22.36,14.78,13.75,2등급(높은 위험),0.60,"6,000","2,452",20170906,계열사,,,,
K55301BU4118,미래에셋G2이노베이터증권자투자신탁(주식)종류C-P2e,미래에셋운용,,12.58,3.47,23.11,13.39,11.52,,12.50,10.62,18.69,17.29,12.82,2등급(높은 위험),1.26,"12,600",417,20170807,계열사,,,,
K55213C51064,한화LIFEPLUSTDF2030증권자투자신탁(혼합-재간접형)종류C-RPE(퇴직연금),한화운용,,8.92,6.86,12.92,13.39,10.54,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.79,"7,900",332,20180503,,,,,
K55105D32763,삼성ETF를담은TDF2050증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,7.71,13.64,13.36,9.29,,,6.82,11.14,10.12,6.88,3등급(다소 높은 위험),0.66,"6,600",262,20200527,,,,,
K55206DZ1378,키움KIWOOM미국S&P500증권상장지수투자신탁[주식](H),키움투자운용,,,,20.78,13.36,11.45,,,,21.62,16.04,12.56,2등급(높은 위험),0.34,"3,400",341,20221216,,ETF,,,
K55105CS1255,삼성KODEXTRF7030증권상장지수투자신탁[주식혼합-재간접형],삼성운용,,,13.48,20.21,13.35,13.20,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.33,"3,327",807,20190703,,ETF,,,
K55213EE8535,한화디딤안정성장자산배분증권자투자신탁(혼합-재간접형)C-RPe(퇴직연금),한화운용,,,,,13.35,11.33,,,,,6.42,4.21,3등급(다소 높은 위험),0.65,"6,500",2,20240925,,,,,
K55207BU0665,교보악사위대한중소형밸류증권투자신탁 1(채권혼합)ClassC-Pe,교보악사운용,,2.88,3.39,8.19,13.30,1.04,,5.28,4.68,9.66,20.66,11.35,4등급(보통 위험),0.79,"7,900",7,20171120,,,,,
K55101DX4743,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(C-Re),한국투자신탁운용,,,,21.68,13.30,14.74,,,,11.38,9.91,7.32,3등급(다소 높은 위험),0.69,"6,900","2,813",20221102,,,,,
K55303CX5424,마이다스글로벌블루칩배당인컴혼합자산자투자신탁(UH)C-Pe2,마이다스운용,,,16.13,25.24,13.28,12.11,,,12.58,18.70,13.42,13.77,2등급(높은 위험),1.24,"12,400",83,20191112,,,,,
K55301C65992,미래에셋미국배당커버드콜액티브증권자투자신탁(주식)(UH)종류C-P2e,미래에셋운용,,16.73,18.79,25.32,13.26,19.88,,15.34,12.63,21.62,16.04,12.56,3등급(다소 높은 위험),0.98,"9,800",579,20180810,계열사,,,,
K55207CP6031,교보악사평생든든TDF2040증권자투자신탁(혼합-재간접형)ClassC-Re(퇴직연금),교보악사운용,,,6.40,14.25,13.24,11.16,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.92,"9,200",374,20190521,,,,,
K55105DX6140,삼성타겟리스크OCIO솔루션1성장형증권투자신탁[혼합-재간접형]_Cpe(퇴직),삼성운용,,,,9.11,13.24,8.33,,,,15.28,13.38,10.49,5등급(낮은 위험),0.56,"5,600",10,20221104,,,,,
K55301EB0231,미래에셋TIGER미국S&P500타겟데일리커버드콜증권상장지수투자신탁(주식),미래에셋운용,,,,,13.24,19.08,,,,,16.04,12.56,2등급(높은 위험),0.33,"3,300","4,448",20240520,계열사,ETF,,,
K55364C93729,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-P2,에셋플러스운용,,15.62,10.28,24.37,13.20,10.49,,12.01,9.96,17.88,17.20,10.87,3등급(다소 높은 위험),1.67,"16,700",78,20180717,,,,,
K55301BA9830,미래에셋미국인덱스EMP증권자투자신탁(주식-재간접형)종류C-P2,미래에셋운용,,14.87,12.84,20.13,13.19,12.99,,15.89,13.16,22.36,14.78,13.75,2등급(높은 위험),0.79,"7,900",671,20160318,계열사,,,,
K55216BY4761,DB글로벌차세대모빌리티증권자투자신탁(H)[주식]C/C-P2E,DB자산운용,,13.37,5.88,15.13,13.19,11.66,,24.14,17.38,35.58,23.10,18.79,2등급(높은 위험),1.39,"13,900",23,20180226,,,,,
K55213C51056,한화LIFEPLUSTDF2030증권자투자신탁(혼합-재간접형)종류C-RP(퇴직연금),한화운용,,8.70,6.66,12.70,13.18,10.43,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.98,"9,800",66,20180503,,,,,
K55223DU8336,KB스타미국S&P500인덱스증권자투자신탁(주식-파생형)(H)클래스C-퇴직,KB운용,,,,19.39,13.16,10.64,,,,21.51,15.66,12.45,2등급(높은 위험),1.25,"12,500",57,20220707,,,,,
K55223BT1450,KB온국민TDF2040증권투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,9.27,7.05,14.85,13.11,10.10,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.56,"5,600","1,285",20170726,,,,,
K55101DX4735,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,12.99,14.59,,,,,9.91,7.32,3등급(다소 높은 위험),0.97,"9,700",62,20230414,,,,,
K55301BL5546,미래에셋G2이노베이터증권자투자신탁(주식)종류C-P2,미래에셋운용,,12.17,3.09,22.67,12.98,11.31,,12.50,10.62,18.69,17.29,12.82,2등급(높은 위험),1.63,"16,300",364,20170220,계열사,,,,
K55105DT5379,삼성KODEXTDF2050액티브증권상장지수투자신탁[혼합-재간접형],삼성운용,,,,19.78,12.97,13.15,,,,11.14,10.12,6.88,3등급(다소 높은 위험),0.49,"4,872","4,068",20220628,,ETF,,,
K55207CP5892,교보악사평생든든TDF2035증권자투자신탁(혼합-재간접형)ClassC-Re(퇴직연금),교보악사운용,,,5.63,13.63,12.96,10.30,,,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.88,"8,800",121,20190521,,,,,
K55223DM9037,KB글로벌AI메타버스테크증권자투자신탁(주식)(H)C-퇴직e,KB운용,,,,31.84,12.91,14.49,,,,18.69,17.29,12.82,1등급(매우 높은 위험),1.33,"13,300",188,20210909,,,,,
K55235BW6864,피델리티글로벌배당인컴증권자투자신탁(주식-재간접형)종류CP-e,피델리티운용,,10.49,9.21,12.64,12.89,5.98,,12.88,10.71,19.21,16.81,13.73,3등급(다소 높은 위험),1.53,"15,300","4,210",20170920,,,,,
K55307E09829,유리빠른환매미국성장주증권투자신탁[주식-재간접형]C-P1e,유리운용,,,,,12.85,10.66,,,,,17.81,15.32,2등급(높은 위험),0.69,"6,900",90,20230921,,,,,
K55216EA5441,DB자동으로변하는TDF2030증권투자신탁[혼합-재간접형]종류C-P2E,DB자산운용,,,,,12.85,9.81,,,,,9.91,7.32,3등급(다소 높은 위험),0.58,"5,800",1,20241011,,,,,
K55223BT1443,KB온국민TDF2040증권투자신탁(주식혼합-재간접형)C-퇴직,KB운용,,8.92,6.71,14.50,12.82,9.96,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.81,"8,100","1,012",20170731,,,,,
K55105D43000,삼성ETF를담은TDF2045증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,7.38,13.08,12.80,8.83,,,6.82,11.14,10.12,6.88,3등급(다소 높은 위험),0.67,"6,700",204,20200525,,,,,
K55301BU6139,미래에셋전략배분TDF2035혼합자산자투자신탁종류C-P2e,미래에셋운용,,10.25,7.55,13.94,12.78,11.24,,7.85,6.86,11.38,9.91,7.32,3등급(다소 높은 위험),0.80,"8,000","5,441",20170920,계열사,,,,
