사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2025-12-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
펀드코드,펀드명,운용회사명,수익률(10Y),수익률(7Y),수익률(5Y),수익률(3Y),수익률(1Y),수익률(6M),BM수익률(10Y),BM수익률(7Y),BM수익률(5Y),BM수익률(3Y),BM수익률(1Y),BM수익률(6M),위험등급,비율(%),1년투자비용(원),순자산총액(억원),설정일,계열사 여부,비고,,,
K55210EF5855,신한마음편한TDF2060증권자투자신탁[주식혼합-재간접형](종류C-r),신한자산운용,,,,,17.23,15.88,,,,,9.22,7.67,2등급(높은 위험),1.23,"12,300",3,20241023,,,,,
K55213D57630,한화글로벌테크히어로증권자투자신탁(H)(주식)C-RPe(퇴직연금),한화운용,,,10.09,26.12,17.17,17.87,,,10.81,17.15,15.26,14.13,2등급(높은 위험),1.33,"13,300",34,20200601,,,,,
K55101DX4735,한국투자TDF알아서ETF포커스2060증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,17.10,16.66,,,,,9.22,7.67,3등급(다소 높은 위험),0.97,"9,700",61,20230414,,,,,
K55232CI4067,NH-Amundi하나로TDF2040증권투자신탁[주식혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,10.26,14.97,17.10,13.12,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.77,"7,700",704,20190611,,,,,
K55223DX5248,KBRISETDF2040액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,15.25,17.09,15.00,,,,10.50,9.22,7.67,3등급(다소 높은 위험),0.38,"3,800",158,20220920,,ETF,,,
K55105DW2744,삼성KODEX미국배당커버드콜S&P액티브증권상장지수투자신탁[주식-파생형],삼성운용,,,,16.53,17.08,19.56,,,,19.90,13.63,15.24,2등급(높은 위험),0.26,"2,600","8,983",20220923,,ETF,,,
K55223EC8436,KB다이나믹TDF2060증권자투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,,,,17.08,15.82,,,,,9.22,7.67,2등급(높은 위험),0.74,"7,400",123,20240905,,,,,
K55101E97755,한국투자ACE미국500데일리타겟커버드콜증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,,,,17.07,23.12,,,,,13.63,15.24,2등급(높은 위험),0.52,"5,200","1,607",20240418,,ETF,,,
K55301BV2947,미래에셋퇴직연금성장유망중소형주40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,5.85,5.59,9.61,17.06,8.09,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.62,"6,200",13,20171023,계열사,,,,
K55364C93729,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-P2,에셋플러스운용,,14.27,10.56,22.83,17.06,15.46,,10.33,10.18,16.52,14.25,12.04,3등급(다소 높은 위험),1.67,"16,700",77,20180717,,,,,
K55223DJ7549,KB다이나믹TDF2050증권자투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,,,15.39,17.04,15.82,,,,10.50,9.22,7.67,3등급(다소 높은 위험),0.75,"7,500",678,20220311,,,,,
K55228DB3244,우리PIMCO전략적인컴증권자투자신탁[채권혼합_재간접형](UH)ClassPe1,우리운용,,,7.93,9.99,17.04,14.25,,,6.93,10.50,9.22,7.67,4등급(보통 위험),1.29,"12,900",14,20201104,,,,,
K55107D40176,우리다같이TDF2045증권투자신탁(혼합-재간접형)ClassC-Pe,우리운용,,,8.07,13.89,16.98,14.36,,,6.93,10.50,9.22,7.67,4등급(보통 위험),0.87,"8,700",230,20200928,,,,,
K55105CS1255,삼성KODEXTRF7030증권상장지수투자신탁[주식혼합-재간접형],삼성운용,,,13.72,18.27,16.96,14.64,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.33,"3,327",788,20190703,,ETF,,,
K55232CI4208,NH-Amundi하나로TDF2045증권투자신탁[주식혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,10.48,14.61,16.90,13.34,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.80,"8,000",307,20190619,,,,,
K55232CI4059,NH-Amundi하나로TDF2040증권투자신탁[주식혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,10.01,14.71,16.86,13.00,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.98,"9,800",51,20190730,,,,,
K55105DT5379,삼성KODEXTDF2050액티브증권상장지수투자신탁[혼합-재간접형],삼성운용,,,,17.68,16.83,14.87,,,,10.47,9.17,7.48,3등급(다소 높은 위험),0.49,"4,872","3,759",20220628,,ETF,,,
KR5301AQ4059,미래에셋퇴직연금스마트롱숏50증권자투자신탁 1(주식혼합)종류C-e,미래에셋운용,,5.40,6.34,7.16,16.82,9.40,,4.80,4.80,8.04,17.26,12.64,5등급(낮은 위험),0.69,"6,900",439,20171129,계열사,,,,
K55105EE6589,삼성디딤밀당다람쥐글로벌EMP증권자투자신탁[채권혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,,,16.82,15.84,,,,,6.13,4.37,4등급(보통 위험),0.47,"4,700",453,20240925,,,,,
K55234BY9966,IBK베트남플러스아시아증권투자신탁[주식]종류C-Re,아이비케이운용,,10.71,15.09,15.23,16.78,22.20,,9.02,11.01,17.27,35.23,26.89,1등급(매우 높은 위험),1.54,"15,400",110,20171212,,,,,
K55101DR6605,한국투자TDF알아서2055증권자투자신탁UH(주식혼합-재간접형)(C-Re),한국투자신탁운용,,,,16.56,16.75,16.29,,,,12.37,12.59,10.93,3등급(다소 높은 위험),1.12,"11,200",211,20220405,,,,,
K55301EB2815,미래에셋전략배분TDF2055혼합자산자투자신탁종류C-P2e,미래에셋운용,,,,,16.67,15.46,,,,,9.22,7.67,2등급(높은 위험),1.00,"10,000",210,20240705,계열사,,,,
K55235BW6898,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류CP-e,피델리티운용,,18.59,14.11,22.44,16.66,14.77,,21.58,17.81,30.83,24.75,24.52,2등급(높은 위험),1.53,"15,300","11,859",20170918,,,,,
K55101DU8879,한국투자ACE미국나스닥100미국채혼합50액티브증권상장지수투자신탁(채권혼합),한국투자신탁운용,,,,16.67,16.62,14.63,,,,7.86,5.84,4.53,4등급(보통 위험),0.26,"2,600","4,298",20220825,,ETF,,,
K55232CI4182,NH-Amundi하나로TDF2045증권투자신탁[주식혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,10.19,14.31,16.62,13.21,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.04,"10,400",57,20190628,,,,,
K55101DR7009,한국투자TDF알아서2060증권자투자신탁UH(주식혼합-재간접형)(C-Re),한국투자신탁운용,,,,16.64,16.62,16.50,,,,12.37,12.59,10.93,3등급(다소 높은 위험),1.13,"11,300",402,20220405,,,,,
K55368DQ9921,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)C-Pe,iM에셋운용,,,,9.69,16.53,16.29,,,,13.84,12.28,11.06,4등급(보통 위험),1.10,"11,000",126,20220223,,,,,
K55101CU1800,한국투자TDF알아서2050증권자투자신탁UH(주식혼합-재간접형)(C-Re),한국투자신탁운용,,,11.82,16.69,16.53,16.31,,,9.63,12.37,12.59,10.93,3등급(다소 높은 위험),1.12,"11,200","1,022",20191016,,,,,
K55210BU2450,신한마음편한TDF2045증권투자신탁[주식혼합-재간접형](종류C-re),신한자산운용,,9.59,9.44,15.46,16.53,15.46,,7.03,6.93,10.50,9.22,7.67,2등급(높은 위험),0.87,"8,700","1,433",20170821,,,,,
K55105E38388,삼성KODEX미국S&P500유틸리티증권상장지수투자신탁[주식],삼성운용,,,,,16.52,18.90,,,,,12.94,10.94,2등급(높은 위험),0.36,"3,600",146,20230728,,ETF,,,
K55213EE8527,한화디딤안정성장자산배분증권자투자신탁(혼합-재간접형)C-RP(퇴직연금),한화운용,,,,,16.50,13.84,,,,,6.13,4.37,3등급(다소 높은 위험),0.79,"7,900",0,20240930,,,,,
K55301C99009,미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-P2e,미래에셋운용,,,-2.69,7.88,16.50,9.31,,,4.30,13.23,23.08,17.12,3등급(다소 높은 위험),1.65,"16,500",32,20181002,계열사,,,,
K55105BV3679,삼성CHINA본토포커스증권자투자신탁 1[주식]Cpe(퇴직연금),삼성운용,,7.26,1.39,6.83,16.48,13.84,,6.22,-0.87,4.83,17.46,20.65,3등급(다소 높은 위험),1.45,"14,500",9,20170822,,,,,
K55105E24313,삼성글로벌ChatAI증권자투자신탁UH[주식]_Cpe(퇴직연금),삼성운용,,,,,16.44,11.80,,,,,22.38,21.04,2등급(높은 위험),1.30,"13,000",549,20230519,,,,,
K55209E59038,신영베일리기포드글로벌그로스증권자투자신탁(UH)(주식-재간접형)C-P2e형,신영운용,,,,,16.43,11.05,,,,,15.27,14.52,1등급(매우 높은 위험),1.34,"13,400",47,20230926,,,,,
K55101DX8025,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(C-Re),한국투자신탁운용,,,,19.10,16.42,15.89,,,,10.50,9.22,7.67,3등급(다소 높은 위험),0.75,"7,500",849,20221102,,,,,
K55105BT6502,삼성픽테로보틱스증권자투자신탁H[주식-재간접형]Cpe(퇴직연금),삼성운용,,14.25,9.05,22.39,16.39,16.94,,10.35,10.09,15.79,14.05,13.14,2등급(높은 위험),1.45,"14,500",433,20170803,,,,,
K55235B40013,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류CP,피델리티운용,,18.30,13.84,22.16,16.38,14.64,,21.58,17.81,30.83,24.75,24.52,2등급(높은 위험),1.77,"17,700","3,657",20160711,,,,,
K55101DR6597,한국투자TDF알아서2055증권자투자신탁UH(주식혼합-재간접형)(C-R),한국투자신탁운용,,,,,16.35,16.09,,,,,12.59,10.93,3등급(다소 높은 위험),1.48,"14,800",1,20230511,,,,,
K55301BV2483,미래에셋퇴직플랜30증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,4.57,3.90,9.05,16.35,10.80,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.56,"5,600",1,20171020,계열사,,,,
K55209BT8974,신영퇴직연금가치40증권자투자신탁(채권혼합)C-E형,신영운용,,4.47,4.76,8.68,16.28,11.04,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.54,"5,400",143,20170802,,,,,
K55301D51370,미래에셋전략배분TDF2050혼합자산자투자신탁종류C-P2e,미래에셋운용,,,9.14,14.71,16.27,14.92,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.01,"10,100","3,433",20200720,계열사,,,,
K55307BU2827,유리베트남알파증권자투자신탁[주식]C/C-P1e,유리운용,,7.99,9.77,12.53,16.25,21.16,,9.02,11.01,17.27,35.23,26.89,1등급(매우 높은 위험),1.46,"14,600",169,20170822,,,,,
K55101DR6993,한국투자TDF알아서2060증권자투자신탁UH(주식혼합-재간접형)(C-R),한국투자신탁운용,,,,16.23,16.21,16.30,,,,12.37,12.59,10.93,3등급(다소 높은 위험),1.49,"14,900",8,20220907,,,,,
K55302BU7532,베어링퇴직연금배당40증권자투자신탁 1(채권혼합)ClassCe,베어링운용,,5.83,6.07,8.68,16.13,11.32,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.60,"6,000",252,20170807,,,,,
K55101CU1792,한국투자TDF알아서2050증권자투자신탁UH(주식혼합-재간접형)(C-R),한국투자신탁운용,,,11.43,16.28,16.12,16.11,,,9.63,12.37,12.59,10.93,3등급(다소 높은 위험),1.48,"14,800",42,20191017,,,,,
K55213C51718,한화LIFEPLUSTDF2035증권투자신탁(혼합-재간접형)C-RPE(퇴직연금),한화운용,,9.18,8.76,13.29,16.12,14.23,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.77,"7,700",316,20180524,,,,,
K55210BR6829,신한마음편한TDF2045증권투자신탁[주식혼합-재간접형](종류C-r),신한자산운용,,9.20,9.05,15.06,16.12,15.26,,7.03,6.93,10.50,9.22,7.67,2등급(높은 위험),1.23,"12,300",392,20170705,,,,,
K55101DX8017,한국투자TDF알아서ETF포커스2055증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,16.12,15.74,,,,,9.22,7.67,3등급(다소 높은 위험),1.03,"10,300",9,20230508,,,,,
K55368DQ9913,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)C-P,iM에셋운용,,,,9.28,16.11,16.09,,,,13.84,12.28,11.06,4등급(보통 위험),1.48,"14,800",0,20220315,,,,,
K55301C98993,미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-P2,미래에셋운용,,5.61,-3.04,7.49,16.09,9.11,,6.49,4.30,13.23,23.08,17.12,3등급(다소 높은 위험),2.01,"20,100",28,20180702,계열사,,,,
K55210CY1028,신한삼성전자알파증권자투자신탁 1[채권혼합](종류C-re),신한자산운용,,,3.81,6.92,16.04,13.28,,,4.80,8.04,17.26,12.64,4등급(보통 위험),0.56,"5,600",768,20200130,,,,,
K55105BF5450,삼성픽테로보틱스증권자투자신탁H[주식-재간접형]_Cp(퇴직연금),삼성운용,,13.85,8.67,21.97,15.99,16.75,,10.35,10.09,15.79,14.05,13.14,2등급(높은 위험),1.80,"18,000",161,20160816,,,,,
KR5209A89955,신영퇴직연금가치40증권자투자신탁(채권혼합)C형,신영운용,3.30,4.19,4.48,8.40,15.98,10.90,4.07,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.81,"8,100","1,174",20060103,,,,,
K55213EE8535,한화디딤안정성장자산배분증권자투자신탁(혼합-재간접형)C-RPe(퇴직연금),한화운용,,,,,15.95,13.57,,,,,6.13,4.37,3등급(다소 높은 위험),0.65,"6,500",2,20240925,,,,,
K55301BU5479,미래에셋전략배분TDF2045혼합자산자투자신탁 종류C-P2e,미래에셋운용,,10.38,8.86,14.27,15.94,14.81,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.93,"9,300","7,779",20170814,계열사,,,,
K55301CS7395,미래에셋TIGER리츠부동산인프라혼합자산상장지수투자신탁(재간접형),미래에셋운용,,,5.12,6.81,15.92,8.81,,,9.87,19.95,70.23,54.05,3등급(다소 높은 위험),0.51,"5,100","10,392",20190718,계열사,ETF,,,
K55213BG0095,한화PLUS고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),한화운용,,6.73,9.57,12.98,15.90,8.71,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.25,"2,500","3,506",20160810,,ETF,,,
K55213C51700,한화LIFEPLUSTDF2035증권투자신탁(혼합-재간접형)종류C-RP(퇴직연금),한화운용,,8.89,8.49,13.03,15.90,14.12,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.95,"9,500",41,20180503,,,,,
K55210DY4419,신한SOL미국TOP5채권혼합40Solactive증권상장지수투자신탁[채권혼합],신한자산운용,,,,15.49,15.89,15.16,,,,8.04,17.26,12.64,4등급(보통 위험),0.33,"3,300","1,046",20221125,,ETF,,,
K55301D51362,미래에셋전략배분TDF2050혼합자산자투자신탁종류C-P2,미래에셋운용,,,8.75,14.31,15.86,14.72,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.37,"13,700",329,20200723,계열사,,,,
K55210CY1010,신한삼성전자알파증권자투자신탁 1[채권혼합](종류C-r),신한자산운용,,,3.65,6.75,15.86,13.19,,,4.80,8.04,17.26,12.64,4등급(보통 위험),0.72,"7,200",175,20200210,,,,,
K55209BT8982,신영퇴직연금배당40증권자투자신탁(채권혼합)C-E형,신영운용,,4.18,4.50,8.62,15.84,9.85,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.54,"5,400",371,20170802,,,,,
K55209EE6295,신영디딤자산배분증권자투자신탁(채권혼합)C-P2e형,신영운용,,,,,15.77,9.74,,,,,6.06,4.26,4등급(보통 위험),0.65,"6,500",9,20240925,,,,,
K55105BX3313,삼성아세안플러스베트남증권자투자신탁UH[주식]Cpe(퇴직연금),삼성운용,,12.31,14.17,15.89,15.72,14.36,,6.78,9.78,11.93,20.81,18.37,3등급(다소 높은 위험),1.56,"15,600",96,20170920,,,,,
K55239EE8956,현대인베스트먼트디딤글로벌멀티에셋스마트EMP증권자투자신탁 1(혼합-재간접형)P2-e,현대인베스트먼트운용,,,,,15.71,13.94,,,,,6.13,4.37,3등급(다소 높은 위험),0.95,"9,500",3,20241010,,,,,
K55235BY9361,피델리티퇴직연금글로벌증권자투자신탁CP(주식-재간접형)종류CP-e,피델리티운용,,10.22,9.23,15.26,15.65,14.53,,11.17,10.88,17.18,15.27,14.52,2등급(높은 위험),1.54,"15,400",522,20171130,,,,,
K55232CI3911,NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,9.23,13.84,15.63,12.52,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.69,"6,900",825,20190610,,,,,
K55101DX7852,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(C-Re),한국투자신탁운용,,,,18.34,15.61,14.96,,,,10.50,9.22,7.67,3등급(다소 높은 위험),0.72,"7,200","1,060",20221102,,,,,
K55301BM7624,미래에셋전략배분TDF2045혼합자산자투자신탁 종류C-P2,미래에셋운용,,10.03,8.53,13.92,15.59,14.64,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.24,"12,400","2,536",20170324,계열사,,,,
K55209EE6287,신영디딤자산배분증권자투자신탁(채권혼합)C-P2형,신영운용,,,,,15.59,9.66,,,,,6.06,4.26,4등급(보통 위험),0.81,"8,100",1,20241029,,,,,
K55107D40440,우리다같이TDF2040증권투자신탁(혼합-재간접형)ClassC-Pe,우리운용,,,7.59,13.04,15.54,12.94,,,6.93,10.50,9.22,7.67,4등급(보통 위험),0.77,"7,700",137,20200924,,,,,
KR5209A89971,신영퇴직연금배당40증권자투자신탁(채권혼합)C형,신영운용,3.29,3.90,4.23,8.33,15.54,9.71,4.07,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.81,"8,100","3,729",20060124,,,,,
K55301BU6253,미래에셋전략배분TDF2040혼합자산자투자신탁 종류C-P2e,미래에셋운용,,10.18,8.75,13.94,15.52,14.44,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.89,"8,900","5,193",20170817,계열사,,,,
KR5225734031,미래에셋TIGER방송통신증권상장지수투자신탁(주식),미래에셋운용,1.13,-0.33,6.16,5.07,15.50,6.17,-2.65,-4.90,0.36,0.23,12.25,5.26,2등급(높은 위험),0.49,"4,900",38,20070906,계열사,ETF,,,
K55232BU4799,NH-Amundi글로벌스마트베타증권자투자신탁(H)[주식]ClassC-P2e(퇴직연금),NH-Amundi운용,,7.34,8.37,11.64,15.50,13.96,,10.75,9.92,17.45,16.59,13.68,4등급(보통 위험),1.41,"14,100",5,20170831,,,,,
K55301E34416,미래에셋TIGER2차전지소재Fn증권상장지수투자신탁(주식),미래에셋운용,,,,,15.49,68.54,,,,,70.23,54.05,2등급(높은 위험),0.45,"4,500","6,988",20230712,계열사,ETF,,,
K55223E34636,KBRISE글로벌자산배분액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,,15.46,11.97,,,,,14.57,10.62,4등급(보통 위험),0.21,"2,050","3,382",20230623,,ETF,,,
K55101DY6929,한국투자ACE엔비디아채권혼합증권상장지수투자신탁(채권혼합),한국투자신탁운용,,,,36.20,15.43,12.03,,,,8.04,17.26,12.64,4등급(보통 위험),0.14,"1,400","2,643",20221128,,ETF,,,
K55232CI3903,NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,9.01,13.61,15.41,12.41,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.88,"8,800",49,20190614,,,,,
K55210BT7106,신한해피라이프연금중국본토중소형주증권자투자신탁 1(H)[주식](종류C-re),신한자산운용,,7.80,-2.29,0.33,15.41,25.26,,6.78,2.80,5.32,20.63,23.75,2등급(높은 위험),1.43,"14,300",3,20171206,,,,,
K55210EA9985,신한SOL미국AI소프트웨어증권상장지수투자신탁[주식],신한자산운용,,,,,15.39,9.56,,,,,25.94,25.27,2등급(높은 위험),0.55,"5,500","2,301",20240510,,ETF,,,
K55105BD0578,삼성KODEX퀄리티PLUS증권상장지수투자신탁[주식],삼성운용,,1.11,1.13,8.53,15.36,5.84,,10.73,9.87,19.95,70.23,54.05,2등급(높은 위험),0.35,"3,500",46,20160512,,ETF,,,
K55105BF8462,삼성아세안플러스베트남증권자투자신탁UH[주식]_Cp(퇴직연금),삼성운용,,11.93,13.78,15.50,15.33,14.17,,6.78,9.78,11.93,20.81,18.37,3등급(다소 높은 위험),1.90,"19,000",51,20160822,,,,,
K55101DX7845,한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,15.30,14.81,,,,,9.22,7.67,3등급(다소 높은 위험),1.01,"10,100",72,20230508,,,,,
K55301DR8187,미래에셋글로벌주식EMP증권자투자신탁(주식-재간접형)종류C-P2e,미래에셋운용,,,,17.21,15.29,16.91,,,,32.32,25.85,25.84,2등급(높은 위험),1.16,"11,600",0,20220418,계열사,,,,
K55223D26790,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-퇴직e,KB운용,,,8.70,14.98,15.24,13.25,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.69,"6,900",384,20200429,,,,,
K55223DJ7382,KB다이나믹TDF2040증권자투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,,,14.20,15.23,14.28,,,,10.50,9.22,7.67,3등급(다소 높은 위험),0.73,"7,300",382,20220311,,,,,
K55301BM7467,미래에셋전략배분TDF2040혼합자산자투자신탁 종류C-P2,미래에셋운용,,9.88,8.47,13.65,15.23,14.29,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.15,"11,500","1,453",20170324,계열사,,,,
K55210BU2435,신한마음편한TDF2040증권투자신탁[주식혼합-재간접형](종류C-re),신한자산운용,,9.20,8.89,14.52,15.21,14.30,,7.03,6.93,10.50,9.22,7.67,2등급(높은 위험),0.72,"7,200","1,007",20170822,,,,,
K55223BT1922,KB온국민TDF2050증권자투자신탁(주식혼합-재간접형)(H)C-퇴직e,KB운용,,9.51,8.80,15.10,15.21,13.27,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.69,"6,900","1,670",20170726,,,,,
K55223EC5432,KB온국민TDF2060증권자투자신탁(주식혼합-재간접형)(H)C-퇴직e,KB운용,,,,,15.16,12.99,,,,,9.22,7.67,2등급(높은 위험),0.71,"7,100",56,20240919,,,,,
K55301BV2459,미래에셋퇴직연금고배당포커스40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,6.21,5.31,10.02,15.10,9.77,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.55,"5,500",250,20170919,계열사,,,,
K55301C11822,미래에셋연금인사이트플러스증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋운용,,9.21,5.74,13.21,15.01,12.85,,7.03,6.89,10.47,9.17,7.48,3등급(다소 높은 위험),0.93,"9,300",7,20180227,계열사,,,,
K55301DA5547,미래에셋TIGERBBIG증권상장지수투자신탁(주식),미래에셋운용,,,-8.26,-0.86,15.00,27.23,,,9.87,19.95,70.23,54.05,2등급(높은 위험),0.44,"4,400","1,266",20201006,계열사,ETF,,,
K55365DA5276,KCGI프리덤TDF2035증권자투자신탁[주식혼합-재간접형]종류C-Pe2,KCGI운용,,,,12.55,14.98,14.67,,,,10.50,9.22,7.67,4등급(보통 위험),0.61,"6,100",297,20201202,,,,,
KR5213AL1578,한화PLUS글로벌MSCI증권상장지수투자신탁(주식-파생형)(합성H),한화운용,8.32,9.08,8.53,16.10,14.93,12.43,11.13,12.36,11.68,19.31,18.26,14.36,3등급(다소 높은 위험),0.50,"5,000",69,20131206,,ETF,,,
K55210BR6696,신한마음편한TDF2040증권투자신탁[주식혼합-재간접형]종류C-r,신한자산운용,,8.82,8.52,14.15,14.90,14.16,,7.03,6.93,10.50,9.22,7.67,2등급(높은 위험),0.99,"9,900",343,20170719,,,,,
K55223BT1757,KB온국민TDF2045증권투자신탁(주식혼합-재간접형)C-퇴직e,KB운용,,9.05,8.43,14.86,14.89,12.88,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),0.69,"6,900",606,20170726,,,,,
K55301DX0400,미래에셋TIGER미국나스닥100커버드콜증권상장지수투자신탁(주식-파생형)(합성),미래에셋운용,,,,18.97,14.87,20.01,,,,19.90,13.63,15.24,2등급(높은 위험),0.48,"4,800","3,853",20220920,계열사,ETF,,,
K55365DA5151,KCGI프리덤TDF2040증권자투자신탁[주식혼합-재간접형]종류C-Pe2,KCGI운용,,,,12.90,14.86,15.21,,,,10.50,9.22,7.67,4등급(보통 위험),0.64,"6,400",459,20201209,,,,,
K55223D26782,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,,8.34,14.60,14.86,13.06,,,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.01,"10,100",114,20200515,,,,,
K55301E70402,미래에셋TIGER미국테크TOP10채권혼합증권상장지수투자신탁(채권혼합),미래에셋운용,,,,,14.84,13.14,,,,,5.84,4.53,4등급(보통 위험),0.33,"3,300","3,429",20231201,계열사,ETF,,,
K55223BT1914,KB온국민TDF2050증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,9.15,8.44,14.72,14.83,13.09,,7.03,6.93,10.50,9.22,7.67,3등급(다소 높은 위험),1.01,"10,100",621,20170731,,,,,
K55213EF1380,한화PLUS미국배당증가성장주데일리커버드콜증권상장지수투자신탁(주식-파생형),한화운용,,,,,14.82,19.12,,,,,13.63,15.24,2등급(높은 위험),0.58,"5,800",179,20241018,,ETF,,,
K55105E32290,삼성KODEX2차전지핵심소재10증권상장지수투자신탁[주식],삼성운용,,,,,14.80,67.12,,,,,70.23,54.05,2등급(높은 위험),0.50,"5,000","1,940",20230703,,ETF,,,
K55223EC5424,KB온국민TDF2060증권자투자신탁(주식혼합-재간접형)(H)C-퇴직,KB운용,,,,,14.79,12.80,,,,,9.22,7.67,2등급(높은 위험),1.01,"10,100",2,20241121,,,,,
K55101BT4337,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-Re),한국투자신탁운용,,11.85,9.82,17.58,14.76,11.86,,10.13,10.03,15.75,14.04,12.79,3등급(다소 높은 위험),1.33,"13,300",629,20171025,,,,,
K55105DM5970,삼성KODEX메타버스액티브증권상장지수투자신탁[주식],삼성운용,,,,0.28,14.69,4.34,,,,19.95,70.23,54.05,1등급(매우 높은 위험),0.56,"5,600",909,20211012,,ETF,,,
K55223E85687,KBRISE버크셔포트폴리오TOP10증권상장지수투자신탁(주식),KB운용,,,,,14.67,20.65,,,,,15.26,14.13,2등급(높은 위험),0.11,"1,100",693,20240222,,ETF,,,
K55105DZ2626,삼성KODEX미국S&P500헬스케어증권상장지수투자신탁[주식],삼성운용,,,,,14.65,27.96,,,,,13.50,23.98,2등급(높은 위험),0.37,"3,700",564,20230317,,ETF,,,
