사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2025-12-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
펀드코드,펀드명,운용회사명,수익률(10Y),수익률(7Y),수익률(5Y),수익률(3Y),수익률(1Y),수익률(6M),BM수익률(10Y),BM수익률(7Y),BM수익률(5Y),BM수익률(3Y),BM수익률(1Y),BM수익률(6M),위험등급,비율(%),1년투자비용(원),순자산총액(억원),설정일,계열사 여부,비고,,,
K55105BV3695,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cpe(퇴직연금),삼성운용,,3.38,-2.26,8.14,33.13,26.46,,1.68,-4.68,12.21,33.55,13.01,2등급(높은 위험),1.74,"17,400",100,20170811,,,,,
K55105DK9826,삼성KODEX미국클린에너지나스닥증권상장지수투자신탁[주식],삼성운용,,,,-3.94,33.03,54.84,,,,1.56,0.71,10.68,2등급(높은 위험),0.61,"6,100",138,20220318,,ETF,,,
K553J1DT1904,타임폴리오TIMEFOLIO미국S&P500액티브증권상장지수투자신탁(주식),타임폴리오자산운용,,,,41.05,32.86,34.11,,,,19.90,13.63,15.24,2등급(높은 위험),0.95,"9,500","1,159",20220509,,ETF,,,
K55105B39424,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cp(퇴직연금),삼성운용,4.61,3.09,-2.53,7.84,32.76,26.29,3.37,1.68,-4.68,12.21,33.55,13.01,2등급(높은 위험),2.02,"20,200",100,20150810,,,,,
K55105BD0552,삼성KODEX모멘텀PLUS증권상장지수투자신탁[주식],삼성운용,,7.72,6.84,16.60,32.75,10.96,,10.73,9.87,19.95,70.23,54.05,1등급(매우 높은 위험),0.35,"3,500",88,20160512,,ETF,,,
KR5105578177,삼성KODEX자동차증권상장지수투자신탁[주식],삼성운용,4.73,11.31,7.77,14.35,32.72,33.06,2.59,8.77,5.13,10.66,27.77,32.72,2등급(높은 위험),0.46,"4,600","5,437",20060626,,ETF,,,
K55301E58613,미래에셋TIGER글로벌AI액티브증권상장지수투자신탁(주식),미래에셋운용,,,,,32.52,38.46,,,,,15.26,14.13,2등급(높은 위험),0.86,"8,600","3,670",20231010,계열사,ETF,,,
KR5225A18026,미래에셋TIGER200경기소비재증권상장지수투자신탁(주식),미래에셋운용,3.43,8.79,7.64,14.63,32.32,20.94,1.17,6.12,4.71,10.66,27.28,20.51,2등급(높은 위험),0.44,"4,400",59,20110405,계열사,ETF,,,
K55321DB5385,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassPe2,알파운용,,,,-1.02,32.18,26.22,,,,1.56,0.71,10.68,2등급(높은 위험),1.23,"12,300",6,20201228,,,,,
K55301DJ6538,미래에셋TIGER글로벌자율주행&전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,14.70,32.14,38.87,,,,32.72,25.94,25.27,2등급(높은 위험),0.56,"5,600","3,099",20210716,계열사,ETF,,,
K55210BU1924,신한해피라이프연금차이나증권전환형자투자신탁 1(H)[주식](종류C-re),신한자산운용,,4.86,-4.60,6.94,31.89,11.16,,1.49,-4.17,11.23,33.00,15.02,2등급(높은 위험),1.26,"12,600",1,20170926,,,,,
K55213BL2888,한화PLUS중형주저변동50증권상장지수투자신탁(주식),한화운용,,10.23,12.23,17.41,31.84,12.98,,10.73,9.87,19.95,70.23,54.05,2등급(높은 위험),0.33,"3,300",38,20170327,,ETF,,,
KR5301AT7943,미래에셋TIGER나스닥바이오증권상장지수투자신탁(주식),미래에셋운용,7.36,12.15,11.38,15.37,31.63,48.04,7.47,12.17,11.37,15.12,31.28,48.40,2등급(높은 위험),0.63,"6,300",915,20140826,계열사,ETF,,,
K55303CR9044,마이다스아시아리더스성장주증권자투자신탁(H)(주식)C-Pe2,마이다스운용,,,8.75,20.33,31.58,22.70,,,3.43,13.64,24.62,15.88,2등급(높은 위험),1.29,"12,900",171,20190829,,,,,
KR5105A23640,삼성KODEX보험증권상장지수투자신탁[주식],삼성운용,7.27,11.46,23.57,27.93,31.54,28.68,3.87,7.36,18.86,22.40,26.48,29.07,1등급(매우 높은 위험),0.47,"4,700",535,20110425,,ETF,,,
K55105DF1861,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cpe(퇴직연금),삼성운용,,,,-6.00,31.46,49.20,,,,2.01,0.73,11.16,1등급(매우 높은 위험),1.46,"14,600",37,20210203,,,,,
K55105BX3396,삼성CHINA2.0본토증권자투자신탁 2[주식]Cpe(퇴직연금),삼성운용,,8.83,2.87,12.38,31.42,24.29,,10.14,3.42,9.03,26.55,30.67,2등급(높은 위험),1.33,"13,300",8,20170928,,,,,
K55209BV6925,신영마라톤중소형주증권자투자신탁(주식)C-P2e형,신영운용,,7.73,9.58,10.05,31.33,18.51,,5.63,5.39,9.23,32.46,17.72,2등급(높은 위험),1.03,"10,300",104,20170822,,,,,
K55213DQ0364,한화PLUS글로벌수소&차세대연료전지증권상장지수투자신탁(주식),한화운용,,,,-14.81,31.16,61.79,,,,1.56,0.71,10.68,2등급(높은 위험),0.80,"8,000",208,20220211,,ETF,,,
K55206C22200,키움글로벌차세대IT&네트워크증권자투자신탁(H)[주식]ClassC-P2e(퇴직연금),키움투자운용,,,11.14,29.95,31.15,26.63,,,10.18,16.52,14.25,12.04,2등급(높은 위험),1.26,"12,600",190,20190417,,,,,
K55303CR9028,마이다스아시아리더스성장주증권자투자신탁(H)(주식)C-P2,마이다스운용,,,8.37,19.91,31.14,22.50,,,3.43,13.64,24.62,15.88,2등급(높은 위험),1.65,"16,500",16,20200811,,,,,
K55105DK2748,삼성글로벌메타버스증권자투자신탁H[주식]_Cpe(퇴직연금),삼성운용,,,,29.03,31.11,22.82,,,,16.03,15.23,12.40,2등급(높은 위험),1.38,"13,800",266,20210707,,,,,
K55305CY9589,유경플레인바닐라글로벌자산배분증권자투자신탁(주식)ClassC-Pe2,유경PSG운용,,,13.75,27.45,30.96,26.11,,,10.81,17.15,15.26,14.13,2등급(높은 위험),1.38,"13,800",81,20191218,,,,,
K55206DL0418,키움KIWOOM글로벌퓨처모빌리티증권상장지수투자신탁[주식-재간접형],키움투자운용,,,,16.69,30.86,27.30,,,,17.18,15.27,14.52,1등급(매우 높은 위험),0.82,"8,229",61,20210719,,ETF,,,
K55209BV6917,신영마라톤중소형주증권자투자신탁(주식)C-P2형,신영운용,,7.31,9.15,9.62,30.83,18.29,,5.63,5.39,9.23,32.46,17.72,2등급(높은 위험),1.44,"14,400",46,20170822,,,,,
K55206C22192,키움글로벌차세대IT&네트워크증권자투자신탁(H)[주식]ClassC-P2(퇴직연금),키움투자운용,,,10.83,29.60,30.81,26.47,,,10.18,16.52,14.25,12.04,2등급(높은 위험),1.54,"15,400",119,20190729,,,,,
K55105DK2730,삼성글로벌메타버스증권자투자신탁H[주식]_Cp(퇴직연금),삼성운용,,,,28.59,30.67,22.62,,,,16.03,15.23,12.40,2등급(높은 위험),1.73,"17,300",12,20210714,,,,,
K55213EF0978,한화PLUS미국S&P500성장주증권상장지수투자신탁(주식),한화운용,,,,,30.51,26.77,,,,,13.63,15.24,2등급(높은 위험),0.16,"1,600",309,20241018,,ETF,,,
K55223DJ3068,KB글로벌AI메타버스테크증권자투자신탁(주식)(UH)C-퇴직e,KB운용,,,,38.65,30.39,28.53,,,,17.15,15.26,14.13,1등급(매우 높은 위험),1.33,"13,300",603,20210617,,,,,
KR5223AI2538,KBRISE중국본토대형주CSI100증권상장지수자투자신탁(주식),KB운용,5.79,8.91,2.29,11.27,30.37,30.25,0.94,6.22,-0.87,4.83,17.46,20.65,2등급(높은 위험),0.84,"8,400",677,20130529,,ETF,,,
K55205BU9064,미래에셋브라질하이인컴채권증권자투자신탁[채권]종류Crp-e,미래에셋운용,,4.90,6.39,9.45,30.29,18.90,,4.42,1.69,5.78,2.96,2.53,3등급(다소 높은 위험),0.88,"8,800",79,20170908,계열사,,,,
K55301EE9171,미래에셋TIGER미국방산TOP10증권상장지수투자신탁(주식),미래에셋운용,,,,,30.20,22.09,,,,,13.63,15.24,2등급(높은 위험),0.56,"5,600",264,20241025,계열사,ETF,,,
K55223BH3559,KBRISE헬스케어증권상장지수투자신탁(주식),KB운용,,6.60,0.29,17.73,30.11,25.85,,5.01,0.15,22.61,38.76,30.25,1등급(매우 높은 위험),0.14,"1,400",103,20160922,,ETF,,,
K55223ED9417,KBRISE미국테크100데일리고정커버드콜증권상장지수투자신탁(주식-파생형),KB운용,,,,,30.03,29.14,,,,,13.63,15.24,2등급(높은 위험),0.40,"4,000","2,079",20240927,,ETF,,,
K55301E97694,미래에셋TIGER글로벌온디바이스AI증권상장지수투자신탁(주식),미래에셋운용,,,,,30.01,35.54,,,,,25.94,25.27,2등급(높은 위험),0.58,"5,800",549,20240412,계열사,ETF,,,
K55105CG9971,삼성KODEX 미국빅테크10증권상장지수투자신탁[주식-파생형](H),삼성운용,,,19.71,48.24,29.92,17.73,,,18.42,32.72,25.94,25.27,1등급(매우 높은 위험),0.56,"5,600","7,537",20190108,,ETF,,,
K55216BT3075,DB차이나본토RQFII증권자투자신탁(H)[주식]ClassC-P2E,DB자산운용,,6.63,-1.31,6.37,29.89,18.66,,5.33,-0.83,6.19,16.50,18.34,2등급(높은 위험),1.53,"15,300",14,20170808,,,,,
K55223DJ3043,KB글로벌AI메타버스테크증권자투자신탁(주식)(UH)C-퇴직,KB운용,,,,38.12,29.88,28.29,,,,17.15,15.26,14.13,1등급(매우 높은 위험),1.73,"17,300",14,20210714,,,,,
K55105E22382,삼성KODEX테슬라밸류체인FactSet증권상장지수투자신탁[주식-파생형],삼성운용,,,,,29.85,33.86,,,,,15.26,14.13,2등급(높은 위험),0.34,"3,400",257,20230605,,ETF,,,
K55232DH1824,NH-AmundiHANAROFn친환경에너지증권상장지수투자신탁(주식),NH-Amundi운용,,,,-4.85,29.85,25.87,,,,19.95,70.23,54.05,1등급(매우 높은 위험),0.61,"6,100",70,20210401,,ETF,,,
K55223CR0586,KBRISE내수주플러스증권상장지수투자신탁(주식),KB운용,,,3.55,11.94,29.78,18.24,,,9.87,19.95,70.23,54.05,2등급(높은 위험),0.47,"4,700",275,20190619,,ETF,,,
K553J1DJ0288,타임폴리오TIMEFOLIOK이노베이션액티브증권상장지수투자신탁[주식],타임폴리오자산운용,,,,8.32,29.73,28.85,,,,19.95,70.23,54.05,1등급(매우 높은 위험),0.95,"9,500",130,20210524,,ETF,,,
K55223BR9539,KBRISEKQ고배당증권상장지수투자신탁(주식),KB운용,,5.58,2.12,6.81,29.73,16.35,,10.73,9.87,19.95,70.23,54.05,2등급(높은 위험),0.42,"4,200",74,20170706,,ETF,,,
K55364E27897,에셋플러스에셋플러스글로벌다이나믹시니어액티브증권상장지수투자신탁(주식),에셋플러스운용,,,,,29.70,18.68,,,,,13.57,15.23,2등급(높은 위험),1.42,"14,200",91,20230721,,ETF,,,
K55105CL2953,삼성J-REITs부동산투자신탁 1[REITs-재간접형](Cpe(퇴직연금)),삼성운용,,,9.70,8.37,29.67,19.04,,,7.32,5.06,24.25,17.26,3등급(다소 높은 위험),0.87,"8,700",17,20190402,,,,,
K55210DU0411,신한SOL한국형글로벌전기차&2차전지액티브증권상장지수투자신탁[주식],신한자산운용,,,,17.20,29.64,32.59,,,,32.72,25.94,25.27,2등급(높은 위험),1.23,"12,300",74,20220610,,ETF,,,
K55301BU3045,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C-P2e,미래에셋운용,,12.50,15.88,20.60,29.50,32.87,,11.41,14.48,18.91,37.08,33.45,1등급(매우 높은 위험),1.35,"13,500",346,20170829,계열사,,,,
KR5225A04026,미래에셋TIGER LG그룹+증권상장지수투자신탁[주식],미래에셋운용,4.79,4.47,1.90,-0.10,29.41,37.38,8.54,10.73,9.87,19.95,70.23,54.05,2등급(높은 위험),0.21,"2,100",138,20110309,계열사,ETF,,,
K55301E73182,미래에셋TIGER미국테크TOP10INDXX증권상장지수투자신탁(주식)(H),미래에셋운용,,,,,29.30,26.47,,,,,25.94,25.27,2등급(높은 위험),0.57,"5,700","3,399",20231201,계열사,ETF,,,
K55206D33494,키움글로벌구독경제증권자투자신탁(UH)[주식]ClassC-P2e(퇴직연금),키움투자운용,,,18.49,35.64,29.24,26.28,,,14.97,19.56,20.40,18.92,2등급(높은 위험),1.32,"13,200",78,20200604,,,,,
K55223C89220,KB통중국4차산업증권자투자신탁(주식)C-퇴직e,KB운용,,5.03,-6.64,8.39,29.21,19.70,,2.00,-2.75,10.43,28.47,12.96,2등급(높은 위험),1.46,"14,600",365,20180524,,,,,
K55301DY3973,미래에셋다이와일본밸류중소형증권자투자신탁 1(UH)(주식)종류C-P2e,미래에셋운용,,,,,29.20,20.87,,,,,24.46,15.79,2등급(높은 위험),1.29,"12,900",8,20230706,계열사,,,,
K55223EF7427,KBRISE미국AI테크액티브증권상장지수투자신탁(주식),KB운용,,,,,29.16,29.20,,,,,13.63,15.24,2등급(높은 위험),0.69,"6,900",341,20241122,,ETF,,,
K55301BC5240,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C-P2,미래에셋운용,,12.09,15.46,20.16,29.04,32.64,,11.41,14.48,18.91,37.08,33.45,1등급(매우 높은 위험),1.72,"17,200",122,20160614,계열사,,,,
K55223DB4908,KBRISE미국나스닥100증권상장지수투자신탁(주식),KB운용,,,22.69,35.25,28.80,26.12,,,18.95,36.39,27.70,25.77,2등급(높은 위험),0.12,"1,200","12,835",20201104,,ETF,,,
K55105DF7272,삼성KODEX미국나스닥100증권상장지수투자신탁[주식],삼성운용,,,,35.37,28.73,26.11,,,,19.90,13.63,15.24,2등급(높은 위험),0.10,"1,000","43,466",20210407,,ETF,,,
K55223C89212,KB통중국4차산업증권자투자신탁(주식)C-퇴직,KB운용,,4.61,-7.02,7.96,28.71,19.46,,2.00,-2.75,10.43,28.47,12.96,2등급(높은 위험),1.79,"17,900",146,20180528,,,,,
K55101DB1182,한국투자ACE미국나스닥100증권상장지수투자신탁(주식),한국투자신탁운용,,,22.71,35.17,28.66,26.08,,,22.28,34.31,27.70,25.77,2등급(높은 위험),0.10,"1,000","24,306",20201026,,ETF,,,
KR5225652084,미래에셋TIGER미국나스닥100증권상장지수투자신탁(주식),미래에셋운용,21.52,25.42,22.67,35.15,28.63,26.08,20.98,24.73,22.28,34.31,27.70,25.77,2등급(높은 위험),0.11,"1,100","70,820",20101015,계열사,ETF,,,
K55301E69024,미래에셋AI미국나스닥증권자투자신탁(주식)(UH)종류C-P2e,미래에셋운용,,,,,28.58,25.84,,,,,27.70,25.77,2등급(높은 위험),1.04,"10,400",38,20240704,계열사,,,,
K55301DZ1141,미래에셋TIGER한중전기차증권상장지수투자신탁(주식-파생형)(합성),미래에셋운용,,,,,28.52,42.59,,,,,70.23,54.05,2등급(높은 위험),0.40,"4,000",93,20221221,계열사,ETF,,,
K55210E88118,신한SOL미국나스닥100증권상장지수투자신탁[주식],신한자산운용,,,,,28.50,25.97,,,,,27.70,25.77,2등급(높은 위험),0.21,"2,100",678,20240308,,ETF,,,
K55105E38396,삼성KODEX미국S&P500테크놀로지증권상장지수투자신탁[주식],삼성운용,,,,,28.42,29.74,,,,,25.94,25.27,2등급(높은 위험),0.38,"3,800",561,20230728,,ETF,,,
K55105DY8624,삼성KODEX한중전기차증권상장지수투자신탁[주식-파생형](합성),삼성운용,,,,,28.35,42.09,,,,,70.23,54.05,2등급(높은 위험),0.31,"3,100",73,20221220,,ETF,,,
K55105D15578,삼성KODEX일본부동산리츠부동산상장지수투자신탁[REITs-파생재간접형](H),삼성운용,,,9.04,7.56,28.34,19.99,,,7.08,4.84,24.70,17.05,3등급(다소 높은 위험),0.42,"4,232",495,20200508,,ETF,,,
KR5101AD5756,한국투자ACE중국본토CSI300증권자상장지수투자신탁(주식-파생형),한국투자신탁운용,5.55,10.09,3.38,11.08,28.33,29.38,2.36,10.14,3.42,9.03,26.55,30.67,2등급(높은 위험),0.86,"8,600","1,238",20121121,,ETF,,,
KR5301AL9756,미래에셋TIGER차이나CSI300증권상장지수자투자신탁(주식-파생형),미래에셋운용,5.36,10.24,3.34,11.02,28.30,29.32,2.35,10.15,3.43,8.73,26.77,30.62,2등급(높은 위험),0.90,"9,000","1,974",20140127,계열사,ETF,,,
KR5105AL9630,삼성KODEX합성-미국 바이오테크증권상장지수투자신탁[주식-파생형],삼성운용,7.48,9.85,4.06,19.01,28.28,61.62,6.43,6.78,5.44,5.57,8.13,16.44,1등급(매우 높은 위험),0.33,"3,300",201,20131030,,ETF,,,
K55210CI0434,신한스노우볼인컴증권투자신탁[채권혼합](종류C-re),신한자산운용,,,7.91,10.30,28.26,22.37,,,4.80,8.04,17.26,12.64,4등급(보통 위험),0.48,"4,800",354,20181231,,,,,
K55301DH6423,미래에셋TIGER글로벌이노베이션액티브증권상장지수투자신탁(주식-재간접형),미래에셋운용,,,,30.15,28.18,25.72,,,,33.55,27.63,26.05,2등급(높은 위험),0.91,"9,100",262,20210524,계열사,ETF,,,
K55301DA5562,미래에셋TIGER바이오TOP10증권상장지수투자신탁(주식),미래에셋운용,,,-6.04,12.63,28.14,25.51,,,9.87,19.95,70.23,54.05,1등급(매우 높은 위험),0.44,"4,400","2,968",20201006,계열사,ETF,,,
K55301C99298,미래에셋아시아그로스증권자투자신탁(UH)(주식-재간접형)종류C-P2e,미래에셋운용,,12.63,4.76,15.33,28.12,18.49,,9.46,7.99,17.46,33.29,25.08,2등급(높은 위험),1.67,"16,700",9,20181002,계열사,,,,
K55105BZ2610,삼성KODEX차이나CSI300증권상장지수투자신탁[주식-파생형],삼성운용,,10.66,3.82,11.26,28.05,28.82,,10.14,3.42,9.03,26.55,30.67,2등급(높은 위험),0.21,"2,100","2,184",20171129,,ETF,,,
K55301BW9560,미래에셋퇴직연금다이와일본밸류중소형증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,11.50,15.06,21.99,28.03,22.46,,10.76,12.43,17.18,22.77,17.81,3등급(다소 높은 위험),1.19,"11,900",38,20171010,계열사,,,,
K55301E64355,미래에셋미국나스닥100인덱스증권자투자신탁(주식)(UH)종류C-P2e,미래에셋운용,,,,,27.72,25.35,,,,,13.63,15.24,2등급(높은 위험),0.45,"4,500",370,20231129,계열사,,,,
K55301C99280,미래에셋아시아그로스증권자투자신탁(UH)(주식-재간접형)종류C-P2,미래에셋운용,,,4.38,14.92,27.69,18.29,,,7.99,17.46,33.29,25.08,2등급(높은 위험),2.03,"20,300",4,20200122,계열사,,,,
K55101EG1343,한국투자ACE일라이릴리밸류체인증권상장지수투자신탁(주식),한국투자신탁운용,,,,,27.58,35.90,,,,,15.26,14.13,2등급(높은 위험),0.79,"7,900",92,20241115,,ETF,,,
K55230BT8043,슈로더이머징위너스증권자투자신탁(주식혼합-재간접형)종류C-CPe(퇴직연금),슈로더운용,,6.20,2.04,12.53,27.55,20.50,,8.75,8.15,17.24,32.29,25.47,2등급(높은 위험),1.44,"14,400",102,20170804,,,,,
K55223E45640,KBRISE중국본토CSI300증권상장지수투자신탁(주식),KB운용,,,,,27.45,28.69,,,,,33.55,13.01,2등급(높은 위험),0.29,"2,900",374,20230804,,ETF,,,
KR5105AE5728,삼성KODEX차이나FTSEChinaA50증권상장지수자투자신탁[주식-파생형],삼성운용,6.90,9.82,3.66,12.81,27.40,24.08,2.36,10.14,3.42,9.03,26.55,30.67,2등급(높은 위험),0.32,"3,200",234,20130109,,ETF,,,
K55301E64348,미래에셋미국나스닥100인덱스증권자투자신탁(주식)(UH)종류C-P2,미래에셋운용,,,,,27.36,25.17,,,,,13.63,15.24,2등급(높은 위험),0.75,"7,500",2,20231220,계열사,,,,
K55210E46868,신한미국나스닥100인덱스증권자투자신탁(UH)[주식-파생형](종류C-re),신한자산운용,,,,,27.35,25.23,,,,,27.70,25.77,2등급(높은 위험),0.36,"3,600",688,20230829,,,,,
K55230BL0071,슈로더이머징위너스증권자투자신탁(주식혼합-재간접형)종류C-CP(퇴직연금),슈로더운용,,5.77,1.64,12.09,27.06,20.27,,8.75,8.15,17.24,32.29,25.47,2등급(높은 위험),1.84,"18,400",80,20170116,,,,,
K55213BG0087,한화PLUS고배당저변동50증권상장지수투자신탁(주식),한화운용,,11.43,16.73,18.50,27.01,14.39,,10.73,9.87,19.95,70.23,54.05,3등급(다소 높은 위험),0.30,"3,000",104,20160810,,ETF,,,
K55229BU2780,카디안차이나드래곤AShare증권자투자신탁(UH)[주식]클래스C-P(퇴직연금)E,카디안자산운용,,10.12,2.53,6.82,27.01,30.72,,9.16,3.05,9.79,24.81,27.11,2등급(높은 위험),1.48,"14,800",34,20170814,,,,,
K55213ED9351,한화PLUS글로벌AI인프라증권상장지수투자신탁(주식),한화운용,,,,,26.97,29.59,,,,,12.94,10.94,2등급(높은 위험),0.86,"8,600",24,20240809,,ETF,,,
K55223BU6548,KBRISE글로벌테크놀로지증권상장지수투자신탁(주식-파생형)(합성H),KB운용,,19.63,15.76,32.64,26.94,25.80,,22.33,18.42,32.72,25.94,25.27,1등급(매우 높은 위험),0.54,"5,400",292,20170814,,ETF,,,
K55301EB5578,미래에셋TIGER미국나스닥100타겟데일리커버드콜증권상장지수투자신탁(주식),미래에셋운용,,,,,26.90,25.51,,,,,27.70,25.77,2등급(높은 위험),0.35,"3,500","10,184",20240621,계열사,ETF,,,
K55210DN2358,신한SOL글로벌탄소배출권선물ICE특별자산상장지수투자신탁[탄소배출권-파생형](합성),신한자산운용,,,,7.67,26.87,22.91,,,,7.82,6.54,2.92,1등급(매우 높은 위험),0.76,"7,600",88,20210928,,ETF,,,
K55223DN5018,KBRISEiSelect메타버스증권상장지수투자신탁(주식),KB운용,,,,3.72,26.86,19.25,,,,19.95,70.23,54.05,1등급(매우 높은 위험),0.52,"5,200","1,039",20211012,,ETF,,,
KR5105797835,삼성KODEX일본TOPIX100증권상장지수투자신탁[주식],삼성운용,10.26,12.80,13.67,21.21,26.84,17.30,9.12,11.32,11.39,19.05,23.60,16.38,2등급(높은 위험),0.46,"4,600",349,20080219,,ETF,,,
K55206ED3411,키움KIWOOM글로벌전력GRID인프라증권상장지수투자신탁[주식],키움투자운용,,,,,26.75,23.47,,,,,12.94,10.94,2등급(높은 위험),1.19,"11,900",74,20240826,,ETF,,,
K55101E54012,한국투자ACE미국주식베스트셀러증권상장지수투자신탁(주식),한국투자신탁운용,,,,,26.68,14.92,,,,,13.63,15.24,2등급(높은 위험),0.40,"4,000",723,20231226,,ETF,,,
K55232CN9911,NH-AmundiHANAROe커머스증권상장지수투자신탁[주식],NH-Amundi운용,,,-2.26,2.19,26.65,14.22,,,9.87,19.95,70.23,54.05,2등급(높은 위험),0.52,"5,200",552,20190422,,ETF,,,
K55210E48559,신한SOL의료기기소부장Fn증권상장지수투자신탁[주식],신한자산운용,,,,,26.65,-8.72,,,,,70.23,54.05,2등급(높은 위험),0.53,"5,300","1,204",20230821,,ETF,,,
K55236BU4340,한국밸류10년투자퇴직연금증권투자신탁 1(채권혼합)(C-E),한국투자밸류운용,,6.05,6.79,11.46,26.64,16.42,,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),0.70,"7,000",516,20170802,,,,,
K55370DV0192,AB인터내셔널테크놀로지증권투자신탁(주식-재간접형)종류Ce-P2,AB자산운용,,,,,26.61,27.55,,,,,25.85,25.84,1등급(매우 높은 위험),1.29,"12,900",1,20240607,,,,,
KR5301AR6046,미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성 H),미래에셋운용,8.01,11.12,14.43,20.14,26.58,20.31,8.34,10.76,12.43,17.18,22.77,17.81,2등급(높은 위험),0.29,"2,900",145,20140429,계열사,ETF,,,
K55301B92089,미래에셋다이와연금넥스트AP증권자투자신탁(주식)종류C-P2,미래에셋운용,,9.65,5.20,15.59,26.57,20.29,,8.03,7.56,14.77,23.75,18.56,2등급(높은 위험),1.41,"14,100",1,20151217,계열사,,,,
K55206E19798,키움KIWOOM미국성장기업30액티브증권상장지수투자신탁[주식],키움투자운용,,,,,26.56,27.57,,,,,13.63,15.24,2등급(높은 위험),0.85,"8,500",248,20230622,,ETF,,,
K55230BT8001,슈로더차이나그로스증권자투자신탁(주식-재간접형)종류C-CPe(퇴직연금),슈로더운용,,1.21,-6.22,3.91,26.24,16.01,,1.49,-4.17,11.23,33.00,15.02,2등급(높은 위험),1.36,"13,600",2,20170822,,,,,
K55101DP1319,한국투자ACE글로벌자율주행액티브증권상장지수투자신탁(주식),한국투자신탁운용,,,,16.01,26.23,15.64,,,,32.72,25.94,25.27,2등급(높은 위험),0.39,"3,900",389,20220214,,ETF,,,
K55236BU4332,한국밸류10년투자퇴직연금증권투자신탁 1(채권혼합)(C),한국투자밸류운용,3.75,5.68,6.42,11.08,26.21,16.22,4.07,4.80,4.80,8.04,17.26,12.64,4등급(보통 위험),1.05,"10,500","4,145",20070614,,,,,
K55235BY9379,피델리티차이나증권자투자신탁(주식-재간접형)종류CP-e,피델리티운용,,2.37,2.30,9.01,26.09,14.89,,1.49,-4.17,11.23,33.00,15.02,2등급(높은 위험),1.67,"16,700",67,20171129,,,,,
K55105BW2472,삼성일본중소형FOCUS증권자투자신탁UH[주식]Cpe(퇴직연금),삼성운용,,6.41,7.24,13.64,26.03,16.68,,10.79,11.35,19.25,27.14,18.79,2등급(높은 위험),1.46,"14,600",15,20170914,,,,,
K55232D13765,NH-Amundi필승코리아30증권투자신탁[채권혼합]ClassC-P2e(퇴직연금),NH-Amundi운용,,,6.79,11.41,26.02,16.21,,,4.80,8.04,17.26,12.64,4등급(보통 위험),0.41,"4,100",208,20200214,,,,,
K55364BU0813,에셋플러스차이나리치투게더퇴직연금증권자투자신탁 1[주식]종류Ce,에셋플러스운용,,7.08,-1.73,14.18,26.01,10.77,,1.40,-4.50,11.28,33.38,15.98,2등급(높은 위험),1.30,"13,000",210,20170804,,,,,
KR5225A18109,미래에셋TIGER경기방어증권상장지수투자신탁(주식),미래에셋운용,0.03,2.73,1.84,11.91,25.92,19.17,-1.24,0.92,3.66,12.50,49.26,23.78,2등급(높은 위험),0.42,"4,200",636,20110405,계열사,ETF,,,
K55230BT8092,슈로더다이나믹아시아증권자투자신탁(주식-재간접형)종류C-CPe(퇴직연금),슈로더운용,,6.11,1.02,10.18,25.87,18.51,,6.58,4.50,13.97,27.81,21.05,2등급(높은 위험),1.38,"13,800",39,20170804,,,,,
K55101DK6651,한국투자ACE미국친환경그린테마증권상장지수투자신탁(주식),한국투자신탁운용,,,,3.49,25.86,38.51,,,,19.90,13.63,15.24,2등급(높은 위험),0.99,"9,900",106,20210730,,ETF,,,
K55223C97298,KB통중국그로스증권자투자신탁(주식)C-퇴직e,KB운용,,,-9.05,5.11,25.80,13.19,,,-4.17,11.23,33.00,15.02,2등급(높은 위험),1.33,"13,300",2,20190314,,,,,
K55105BM5592,삼성KODEX경기소비재증권상장지수투자신탁[주식],삼성운용,,-0.52,1.28,3.41,25.75,8.37,,-2.01,-0.45,1.20,23.18,8.39,2등급(높은 위험),0.47,"4,700",59,20170327,,ETF,,,
K55366C87593,iM에셋월드금융주증권투자신탁(주식-재간접형)(C-Rpe),iM에셋운용,,12.76,15.53,26.14,25.73,20.41,,9.21,13.42,17.09,14.00,8.64,1등급(매우 높은 위험),1.17,"11,700",12,20180720,,,,,
