사업자명,미래에셋증권,,,,,,,,,,,,,,,,,,,,,,,
제도유형,DC/IRP,,,,,,,,,,,,,,,,,,,,,,,
상품유형,실적배당형 상품(펀드/ETF),,,,,,,,,,,,,,,,,,,,,,,
기준일,"2026-03-01, 제로인",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
※ 1년 수익률 상위순으로 펀드/ETF를 배열하였습니다. 1년 이상 기간의 수익률은 연평균 수익률입니다. ,,,,,,,,,,,,,,,,,,,,,,,,
,,,"해당상품 수익률(%)(세전, 연)",,,,,,"참고지수 수익률(%)(세전, 연)",,,,,,,합성총보수 · 비용,,,,,,,,
K55105D42499,삼성ETF를담은TDF2040증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,7.10,12.89,15.12,9.19,,,6.85,10.86,11.33,6.18,3등급(다소 높은 위험),0.55,"5,500",291,20200525,,,,,
K55230BT8027,키움슈로더유로증권자투자신탁(주식-재간접형)ClassC-CPe(퇴직연금),키움투자운용,,8.77,8.87,11.47,15.02,6.51,,7.24,8.53,10.09,13.78,11.54,3등급(다소 높은 위험),1.32,"13,200",160,20170809,,,,,
K55223D45063,KB미국대표성장주증권자투자신탁(주식)(H)C-퇴직e,KB운용,,,10.30,23.65,14.99,5.80,,,12.18,20.05,16.97,7.94,2등급(높은 위험),1.31,"13,100",496,20200601,,,,,
K55364BF5811,에셋플러스글로벌리치투게더40증권자투자신탁 1[채권혼합]종류C-P2,에셋플러스운용,,7.07,6.02,11.97,14.93,10.48,,6.01,5.30,9.45,8.11,2.95,4등급(보통 위험),1.17,"11,700",86,20160909,,,,,
K55223E05289,KBRISE미국S&P500증권상장지수투자신탁(주식)(H),KB운용,,,,,14.91,7.15,,,,,16.64,7.87,2등급(높은 위험),0.16,"1,600",924,20230317,,ETF,,,
KR5301AR6038,미래에셋TIGER유로스탁스50증권상장지수투자신탁(주식-파생형)(합성H),미래에셋운용,9.34,10.90,12.71,14.80,14.90,13.51,7.64,9.03,10.87,13.18,13.32,13.40,3등급(다소 높은 위험),0.32,"3,200",382,20140429,계열사,ETF,,,
K55301BU3425,미래에셋퇴직연금스마트롱숏30증권자투자신탁 1(채권혼합) 종류C-P2e,미래에셋운용,,4.97,4.96,7.51,14.90,10.80,,6.65,6.81,12.91,31.72,23.41,5등급(낮은 위험),0.56,"5,600",293,20170817,계열사,,,,
K55301BT2933,미래에셋ETF로자산배분TDF2030증권자투자신탁(채권혼합-재간접형)종류C-P2e,미래에셋운용,,7.29,5.46,10.91,14.85,10.07,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.66,"6,600",642,20170830,계열사,,,,
K55105DY7584,삼성KODEX미국S&P500증권상장지수투자신탁[주식](H),삼성운용,,,,18.22,14.80,7.10,,,,20.05,16.97,7.94,3등급(다소 높은 위험),0.13,"1,300","7,242",20221130,,ETF,,,
K55105BM5626,삼성KODEXK콘텐츠증권상장지수투자신탁[주식],삼성운용,,3.92,-7.84,0.88,14.79,1.12,,3.43,-8.51,0.92,14.33,0.75,2등급(높은 위험),0.47,"4,700",579,20170327,,ETF,,,
K55105CT3680,삼성퇴직연금OCIO솔루션밸런스증권투자신탁[채권혼합-재간접형]_Ce,삼성운용,,,,10.57,14.78,10.43,,,,7.14,6.66,3.39,4등급(보통 위험),0.37,"3,700",71,20210617,,,,,
K55105BA7360,삼성미국S&P500인덱스증권자투자신탁UH[주식]_Cp(퇴직연금),삼성운용,,16.86,16.84,22.21,14.78,9.12,,16.92,17.78,22.98,15.95,10.85,2등급(높은 위험),1.30,"13,000",109,20180220,,,,,
K55101DX8488,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(C-Re),한국투자신탁운용,,,,16.00,14.73,10.29,,,,10.76,10.62,5.63,4등급(보통 위험),0.55,"5,500",568,20221102,,,,,
K55301BW0676,미래에셋스마트롱숏30증권자투자신탁2(채권혼합)종류C-P2e,미래에셋운용,,4.95,4.80,7.34,14.71,10.70,,6.65,6.81,12.91,31.72,23.41,5등급(낮은 위험),0.71,"7,100",3,20171227,계열사,,,,
K55301DY6612,미래에셋TIGER미국S&P500증권상장지수투자신탁(주식-파생형)(H),미래에셋운용,,,,18.42,14.70,7.20,,,,20.05,16.97,7.94,3등급(다소 높은 위험),0.17,"1,700","4,584",20221123,계열사,ETF,,,
K55301BU3474,미래에셋퇴직플랜아시아퍼시픽40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋운용,,6.20,4.68,9.69,14.65,9.54,,4.69,3.88,9.14,15.09,9.64,4등급(보통 위험),0.86,"8,600",259,20170811,계열사,,,,
KR5301AQ4083,미래에셋퇴직연금스마트롱숏30증권자투자신탁 1(채권혼합)종류C,미래에셋운용,3.38,4.71,4.70,7.24,14.62,10.66,5.60,6.65,6.81,12.91,31.72,23.41,5등급(낮은 위험),0.80,"8,000",124,20140401,계열사,,,,
K55301BM5958,미래에셋ETF로자산배분TDF2030증권자투자신탁(채권혼합-재간접형)종류C-P2,미래에셋운용,,7.06,5.24,10.68,14.62,9.96,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.86,"8,600",675,20170417,계열사,,,,
K55210DT4440,신한미국S&P500인덱스증권자투자신탁(H)[주식-파생형](종류C-re),신한자산운용,,,,,14.61,7.05,,,,,16.64,7.87,2등급(높은 위험),0.37,"3,700",471,20230616,,,,,
K55206DZ1378,키움KIWOOM미국S&P500증권상장지수투자신탁[주식](H),키움투자운용,,,,18.55,14.59,7.31,,,,20.05,16.97,7.94,3등급(다소 높은 위험),0.34,"3,400",342,20221216,,ETF,,,
K55223DG4184,KBRISE유로스탁스50증권상장지수투자신탁(주식)(H),KB운용,,,,15.09,14.58,13.70,,,,10.35,14.43,12.89,3등급(다소 높은 위험),0.64,"6,400",118,20210407,,ETF,,,
K55223DU8344,KB스타미국S&P500인덱스증권자투자신탁(주식-파생형)(H)클래스C-퇴직e,KB운용,,,,18.32,14.51,7.09,,,,20.07,16.64,7.87,2등급(높은 위험),0.91,"9,100","1,336",20220704,,,,,
K55101CF3110,한국투자ACE미국WideMoat동일가중증권상장지수투자신탁(주식),한국투자신탁운용,,17.10,16.07,18.51,14.50,11.22,,13.47,12.18,20.05,16.97,7.94,2등급(높은 위험),0.55,"5,500","1,401",20181023,,ETF,,,
K55301BU3417,미래에셋참신한리밸런싱퇴직연금증권투자신탁(채권혼합-재간접형)종류C-P2e,미래에셋운용,,7.16,7.12,11.21,14.49,9.11,,4.86,4.73,7.14,6.66,3.39,4등급(보통 위험),0.85,"8,500",200,20170928,계열사,,,,
K55101DX8496,한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,14.47,10.17,,,,,10.62,5.63,4등급(보통 위험),0.76,"7,600",36,20230508,,,,,
K55105D34223,삼성ETF를담은TDF2035증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,6.89,12.31,14.46,8.87,,,6.85,10.86,11.33,6.18,4등급(보통 위험),0.47,"4,700","1,055",20200527,,,,,
K55223EH6161,KBRISETSLA-UST타겟커버드콜증권상장지수투자신탁(채권혼합-파생재간접형)(합성),KB운용,,,,,14.34,12.51,,,,,6.44,2.89,2등급(높은 위험),1.28,"12,790",358,20250214,,ETF,,,
K55213DT8232,한화PLUSK리츠부동산상장지수투자신탁(재간접형),한화운용,,,,5.98,14.33,11.59,,,,0.00,0.00,0.00,3등급(다소 높은 위험),0.66,"6,628",94,20220523,,ETF,,,
K55101BT4428,한국투자TDF알아서2035증권투자신탁(주식혼합-재간접형)(C-Re),한국투자신탁운용,,7.62,4.97,12.17,14.33,9.47,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.85,"8,500",902,20170803,,,,,
K55223E34636,KBRISE글로벌자산배분액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,,14.31,10.85,,,,,13.52,9.61,4등급(보통 위험),0.21,"2,050","4,097",20230623,,ETF,,,
K55235BU7351,피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류CP-e,피델리티운용,,2.51,1.71,6.60,14.26,10.18,,5.54,4.17,10.71,11.14,5.11,4등급(보통 위험),1.66,"16,600",57,20171020,,,,,
K55301BU3532,미래에셋퇴직플랜아시아퍼시픽40증권자투자신탁 1(채권혼합)종류C-P2,미래에셋운용,5.33,5.81,4.30,9.29,14.24,9.34,4.91,4.69,3.88,9.14,15.09,9.64,4등급(보통 위험),1.23,"12,300",733,20070216,계열사,,,,
KR5213AY7810,한화PLUS미국다우존스고배당주증권상장지수투자신탁(주식-파생형)(합성H),한화운용,7.61,6.83,7.83,8.20,14.20,10.85,13.22,13.47,12.18,20.05,16.97,7.94,2등급(높은 위험),0.49,"4,900",186,20150123,,ETF,,,
K55301BU5453,미래에셋평생소득TIF혼합자산자투자신탁종류C-P2e,미래에셋운용,,5.79,4.80,9.10,14.13,10.40,,4.82,4.84,7.18,7.00,3.66,4등급(보통 위험),0.71,"7,100","1,638",20170929,계열사,,,,
K55223DU8336,KB스타미국S&P500인덱스증권자투자신탁(주식-파생형)(H)클래스C-퇴직,KB운용,,,,18.01,14.12,6.91,,,,20.07,16.64,7.87,2등급(높은 위험),1.25,"12,500",71,20220707,,,,,
K55301BS2942,미래에셋전략배분TDF2025혼합자산자투자신탁종류C-P2e,미래에셋운용,,6.97,5.61,10.59,14.06,9.94,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.67,"6,700","4,061",20170914,계열사,,,,
KR5235AR7714,피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류CP,피델리티운용,,2.27,1.47,6.35,13.99,10.05,,5.54,4.17,10.71,11.14,5.11,4등급(보통 위험),1.90,"19,000",49,20160803,,,,,
K55301E49703,미래에셋TIGER미국캐시카우100증권상장지수투자신탁(주식),미래에셋운용,,,,,13.97,8.89,,,,,16.97,7.94,2등급(높은 위험),0.40,"4,000",129,20230915,계열사,ETF,,,
K55301BM8010,미래에셋평생소득TIF혼합자산자투자신탁종류C-P2,미래에셋운용,,5.59,4.61,8.91,13.96,10.34,,4.82,4.84,7.18,7.00,3.66,4등급(보통 위험),0.91,"9,100","1,548",20170331,계열사,,,,
K55301E69024,미래에셋AI미국나스닥증권자투자신탁(주식)(UH)종류C-P2e,미래에셋운용,,,,,13.95,5.83,,,,,20.03,11.62,2등급(높은 위험),1.04,"10,400",33,20240704,계열사,,,,
K55105BT7674,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]Cpe(퇴직연금),삼성운용,,7.59,8.62,16.53,13.87,10.26,,6.92,7.74,13.85,14.10,10.26,3등급(다소 높은 위험),1.18,"11,800",982,20170803,,,,,
K55206C95974,키움키워드림TDF2035증권투자신탁 1[혼합-재간접형]C-P2e (퇴직연금),키움투자운용,,8.09,6.08,12.88,13.86,9.91,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.66,"6,600",372,20180816,,,,,
K55101DN4471,한국투자ACE미국배당다우존스증권상장지수투자신탁(주식),한국투자신탁운용,,,,14.82,13.85,17.77,,,,20.05,16.97,7.94,3등급(다소 높은 위험),0.07,700,"7,502",20211019,,ETF,,,
K55240DO4647,BNK든든한TDF2040증권투자신탁(혼합-재간접형)ClassC-P2e,BNK자산운용,,,,9.28,13.84,7.26,,,,10.86,11.33,6.18,4등급(보통 위험),0.89,"8,900",24,20211112,,,,,
K55301BD8854,미래에셋TIGER미국다우존스30증권상장지수투자신탁(주식-파생형),미래에셋운용,,14.67,15.90,18.89,13.83,12.06,,13.18,15.25,18.04,13.36,12.80,2등급(높은 위험),0.41,"4,100","1,429",20160629,계열사,ETF,,,
K55301BM8069,미래에셋전략배분TDF2025혼합자산자투자신탁종류C-P2,미래에셋운용,,6.76,5.40,10.38,13.83,9.83,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.87,"8,700","4,463",20170324,계열사,,,,
K55301E27634,미래에셋TIGER미국배당다우존스증권상장지수투자신탁(주식),미래에셋운용,,,,,13.82,17.74,,,,,16.97,7.94,2등급(높은 위험),0.07,700,"29,186",20230616,계열사,ETF,,,
K55105EC8025,삼성KODEX미국배당다우존스증권상장지수투자신탁[주식],삼성운용,,,,,13.80,17.83,,,,,16.97,7.94,2등급(높은 위험),0.09,900,"4,330",20240809,,ETF,,,
K55301DT5041,미래에셋글로벌퀄리티증권자투자신탁(주식)(UH)종류C-P2e,미래에셋운용,,,,,13.80,9.22,,,,,20.10,11.31,3등급(다소 높은 위험),1.25,"12,500",2,20230411,계열사,,,,
K55210EE8074,신한SOL미국배당다우존스2호증권상장지수투자신탁[주식],신한자산운용,,,,,13.74,17.73,,,,,16.97,7.94,2등급(높은 위험),0.10,"1,000",314,20241004,,ETF,,,
K55101E97755,한국투자ACE미국500데일리타겟커버드콜증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,,,,13.74,10.64,,,,,16.97,7.94,2등급(높은 위험),0.52,"5,200","1,556",20240418,,ETF,,,
K55210DY2868,신한SOL미국배당다우존스증권상장지수투자신탁[주식],신한자산운용,,,,14.74,13.70,17.75,,,,20.05,16.97,7.94,3등급(다소 높은 위험),0.07,700,"8,877",20221111,,ETF,,,
K55105BU1096,삼성미국S&P500인덱스증권자투자신탁H[주식]_Cpe(퇴직연금),삼성운용,,11.94,10.73,17.00,13.70,6.65,,13.37,12.20,19.23,15.99,7.55,2등급(높은 위험),0.96,"9,600","1,360",20170818,,,,,
K55206DU2520,키움KIWOOMTDF2030액티브증권상장지수투자신탁[혼합-재간접형],키움투자운용,,,,14.56,13.69,11.26,,,,10.86,11.33,6.18,4등급(보통 위험),0.77,"7,683",75,20220629,,ETF,,,
K55301EC3069,미래에셋TIGER미국S&P500동일가중증권상장지수투자신탁(주식),미래에셋운용,,,,,13.68,11.14,,,,,16.97,7.94,2등급(높은 위험),0.35,"3,500","1,266",20240722,계열사,ETF,,,
K55370BU1953,AB셀렉트미국증권투자신탁(주식-재간접형)종류Ce-P2,AB자산운용,,13.03,12.00,18.13,13.67,6.77,,13.77,11.91,19.96,15.16,6.54,3등급(다소 높은 위험),1.43,"14,300",287,20170817,,,,,
K55213C51288,한화LIFEPLUSTDF2025증권자투자신탁(혼합-재간접형)종류C-RPE(퇴직연금),한화운용,,6.74,5.02,10.51,13.66,9.06,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.80,"8,000",85,20180425,,,,,
K55301BA0110,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합),미래에셋운용,1.86,3.00,3.04,8.57,13.62,8.56,5.60,6.65,6.81,12.91,31.72,23.41,4등급(보통 위험),0.24,"2,400",108,20160126,계열사,ETF,,,
K55228DB3244,우리PIMCO전략적인컴증권자투자신탁[채권혼합_재간접형](UH)ClassPe1,우리운용,,,7.08,11.00,13.59,10.23,,,6.62,10.76,10.62,5.63,4등급(보통 위험),1.29,"12,900",14,20201104,,,,,
K55301BS9947,미래에셋ETF로자산배분TDF2025증권자투자신탁(채권혼합-재간접형)종류C-P2e,미래에셋운용,,6.28,4.81,9.96,13.54,9.11,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.65,"6,500",358,20170804,계열사,,,,
K55105BG9121,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_Cp(퇴직연금),삼성운용,,7.25,8.29,16.17,13.52,10.09,,6.92,7.74,13.85,14.10,10.26,3등급(다소 높은 위험),1.49,"14,900",11,20160930,,,,,
K55301EE8454,미래에셋디딤올웨더TRF증권자투자신탁(혼합-재간접형)종류C-P2e,미래에셋운용,,,,,13.51,8.34,,,,,6.66,3.39,3등급(다소 높은 위험),0.77,"7,700",18,20240925,계열사,,,,
K55301EG7256,미래에셋TIGER미국배당다우존스타겟데일리커버드콜증권상장지수투자신탁(주식),미래에셋운용,,,,,13.50,17.34,,,,,16.97,7.94,2등급(높은 위험),0.34,"3,400","1,795",20250117,계열사,ETF,,,
K55365DA5417,KCGI프리덤TDF2030증권자투자신탁[채권혼합-재간접형]종류C-Pe2,KCGI운용,,,7.21,12.04,13.49,10.33,,,6.62,10.76,10.62,5.63,4등급(보통 위험),0.51,"5,100",163,20210104,,,,,
K55107D40879,우리다같이TDF2030증권투자신탁(혼합-재간접형)ClassC-Pe,우리운용,,,5.89,10.79,13.49,7.93,,,6.62,10.76,10.62,5.63,4등급(보통 위험),0.51,"5,100",224,20200924,,,,,
K55213C51270,한화LIFEPLUSTDF2025증권자투자신탁(혼합-재간접형)C-RP(퇴직연금),한화운용,,6.54,4.82,10.30,13.45,8.96,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.99,"9,900",33,20180618,,,,,
K55301DA5562,미래에셋TIGER바이오TOP10증권상장지수투자신탁(주식),미래에셋운용,,,-1.67,19.72,13.43,21.02,,,18.16,43.88,170.25,119.84,1등급(매우 높은 위험),0.44,"4,400","3,259",20201006,계열사,ETF,,,
K55209DE4572,신영TDF2030증권투자신탁(혼합-재간접형)C-P2e형,신영운용,,,,11.17,13.38,8.17,,,,10.76,10.62,5.63,4등급(보통 위험),0.84,"8,400",191,20210813,,,,,
K55206EB3249,키움KIWOOM미국블록버스터바이오테크의약품+증권상장지수투자신탁[주식],키움투자운용,,,,,13.37,22.74,,,,,5.36,13.60,2등급(높은 위험),0.92,"9,200",57,20240524,,ETF,,,
K55234EE6393,IBK디딤인컴바닐라EMP증권자투자신탁[혼합-재간접형]종류C-Re,아이비케이운용,,,,,13.37,9.89,,,,,6.66,3.39,4등급(보통 위험),0.91,"9,100",0,20240925,,,,,
K55301BM2419,미래에셋ETF로자산배분TDF2025증권자투자신탁(채권혼합-재간접형)종류C-P2,미래에셋운용,,6.06,4.60,9.74,13.32,9.00,,7.17,6.62,10.76,10.62,5.63,3등급(다소 높은 위험),0.85,"8,500",672,20170313,계열사,,,,
K55105B77424,삼성미국S&P500인덱스증권자투자신탁H[주식]_Cp(퇴직연금),삼성운용,,11.56,10.35,16.60,13.31,6.47,,13.37,12.20,19.23,15.99,7.55,2등급(높은 위험),1.30,"13,000",165,20170406,,,,,
K55230C63444,키움슈로더글로벌타겟리턴증권투자신탁(주식혼합-재간접형)ClassC-CPe(퇴직연금),키움투자운용,,5.31,4.57,9.16,13.28,8.63,,9.37,8.43,14.42,14.59,7.88,5등급(낮은 위험),1.12,"11,200",162,20180404,,,,,
K55370BK9776,AB셀렉트미국증권투자신탁(주식-재간접형)종류C-P2,AB자산운용,,12.64,11.61,17.72,13.28,6.59,,13.77,11.91,19.96,15.16,6.54,3등급(다소 높은 위험),1.78,"17,800",290,20170119,,,,,
K55232CI3580,NH-Amundi하나로TDF2025증권투자신탁[채권혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,7.13,12.23,13.27,8.43,,,6.62,10.76,10.62,5.63,4등급(보통 위험),0.66,"6,600",353,20190719,,,,,
K55301BU3391,미래에셋인도중소형포커스증권자투자신탁 1(주식)종류C-P2e,미래에셋운용,,18.68,15.84,17.59,13.26,-1.81,,12.92,12.67,16.10,9.62,1.86,2등급(높은 위험),1.39,"13,900",981,20170809,계열사,,,,
K55232CI3572,NH-Amundi하나로TDF2025증권투자신탁[채권혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,6.98,12.07,13.10,8.35,,,6.62,10.76,10.62,5.63,4등급(보통 위험),0.81,"8,100",37,20190923,,,,,
K55301CB2759,미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-P2e,미래에셋운용,,6.37,5.01,9.82,13.09,9.37,,7.17,6.62,10.76,10.62,5.63,5등급(낮은 위험),0.68,"6,800",942,20180705,계열사,,,,
K55105D41665,삼성ETF를담은TDF2030증권자투자신탁[혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,6.56,11.48,13.09,8.04,,,6.85,10.86,11.33,6.18,4등급(보통 위험),0.49,"4,900",550,20200525,,,,,
K55105DT5361,삼성KODEXTDF2040액티브증권상장지수투자신탁[혼합-재간접형],삼성운용,,,,15.05,13.09,7.92,,,,10.86,11.33,6.18,4등급(보통 위험),0.42,"4,195","1,216",20220628,,ETF,,,
K55105EE6589,삼성디딤밀당다람쥐글로벌EMP증권자투자신탁[채권혼합-재간접형]_Cpe(퇴직연금),삼성운용,,,,,13.07,9.53,,,,,6.66,3.39,4등급(보통 위험),0.47,"4,700",591,20240925,,,,,
K55101BJ5096,한국투자ACEMSCI필리핀증권상장지수투자신탁(주식-파생형)(합성),한국투자신탁운용,,-0.37,2.34,2.93,13.04,7.31,,0.61,3.32,4.86,13.84,13.44,2등급(높은 위험),0.66,"6,600",59,20161223,,ETF,,,
K55230BO6661,키움슈로더글로벌타겟리턴증권투자신탁(주식혼합-재간접형)ClassC-CP(퇴직연금),키움투자운용,,4.99,4.26,8.84,12.94,8.47,,9.37,8.43,14.42,14.59,7.88,5등급(낮은 위험),1.42,"14,200",11,20180404,,,,,
K55223DX5230,KBRISETDF2030액티브증권상장지수투자신탁(혼합-재간접형),KB운용,,,,12.76,12.92,8.94,,,,10.76,10.62,5.63,4등급(보통 위험),0.37,"3,670",158,20220920,,ETF,,,
K55301B58650,미래에셋인도중소형포커스증권자투자신탁 1(주식)종류C-P2,미래에셋운용,17.65,18.31,15.47,17.22,12.90,-1.97,11.43,12.92,12.67,16.10,9.62,1.86,2등급(높은 위험),1.71,"17,100",164,20150930,계열사,,,,
K55364BU0813,에셋플러스차이나리치투게더퇴직연금증권자투자신탁 1[주식]종류Ce,에셋플러스운용,,6.27,-3.82,10.54,12.89,-0.10,,-0.34,-7.35,7.75,7.07,-2.53,2등급(높은 위험),1.30,"13,000",182,20170804,,,,,
K55232EE7088,NH-Amundi디딤하나로자산배분증권자투자신탁[채권혼합-재간접형]ClassC-P2e(퇴직연금),NH-Amundi운용,,,,,12.86,6.50,,,,,6.66,3.39,4등급(보통 위험),0.84,"8,400",11,20240925,,,,,
K55301CB2742,미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-P2,미래에셋운용,,6.14,4.79,9.59,12.85,9.26,,7.17,6.62,10.76,10.62,5.63,5등급(낮은 위험),0.89,"8,900","1,408",20180702,계열사,,,,
K55207CP5512,교보악사평생든든TDF2025증권자투자신탁(혼합-재간접형)ClassC-Re(퇴직연금),교보악사운용,,,3.98,10.57,12.85,8.74,,,6.62,10.76,10.62,5.63,4등급(보통 위험),0.70,"7,000",76,20190521,,,,,
K55301DY0649,미래에셋TIGER테슬라채권혼합Fn증권상장지수투자신탁(채권혼합),미래에셋운용,,,,13.94,12.85,6.05,,,,12.91,31.72,23.41,2등급(높은 위험),0.33,"3,300","6,566",20221125,계열사,ETF,,,
K553J1EB9138,타임폴리오TIMEFOLIO글로벌바이오액티브증권상장지수투자신탁[주식],타임폴리오자산운용,,,,,12.76,25.67,,,,,5.36,13.60,2등급(높은 위험),1.14,"11,400",131,20240701,,ETF,,,
K55105E84051,삼성KODEX한국부동산리츠인프라부동산상장지수투자신탁[재간접형],삼성운용,,,,,12.69,9.43,,,,,7.14,1.69,2등급(높은 위험),0.12,"1,235","5,883",20240304,,ETF,,,
K55101DX8306,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(C-Re),한국투자신탁운용,,,,14.55,12.66,8.75,,,,10.76,10.62,5.63,4등급(보통 위험),0.52,"5,200",938,20221102,,,,,
K55232EE7062,NH-Amundi디딤하나로자산배분증권자투자신탁[채권혼합-재간접형]ClassC-P2(퇴직연금),NH-Amundi운용,,,,,12.66,6.40,,,,,6.66,3.39,4등급(보통 위험),1.03,"10,300",3,20240925,,,,,
K55301BW9552,미래에셋연금글로벌배당커버드콜액티브증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋운용,,7.65,8.57,13.38,12.63,11.09,,6.41,5.33,10.62,11.50,6.73,4등급(보통 위험),0.91,"9,100",216,20171107,계열사,,,,
K55301E27642,미래에셋TIGER 미국배당다우존스타겟커버드콜1호증권상장지수투자신탁(주식-파생형),미래에셋운용,,,,,12.59,17.98,,,,,16.97,7.94,2등급(높은 위험),0.47,"4,700",607,20230616,계열사,ETF,,,
K55223EA4577,KB타겟리턴안정형OCIO증권투자신탁(혼합-재간접형)C-퇴직ei,KB운용,,,,,12.59,8.69,,,,,6.66,3.39,4등급(보통 위험),0.46,"4,600",237,20240405,,,,,
K55102EE9826,하나디딤연금부자증권자투자신탁[채권혼합-재간접형]ClassC-P2E,하나운용,,,,,12.54,7.25,,,,,6.66,3.39,4등급(보통 위험),0.14,"1,400",2,20240925,,,,,
K55102EE9818,하나디딤연금부자증권자투자신탁[채권혼합-재간접형]ClassC-P2,하나운용,,,,,12.51,7.23,,,,,6.66,3.39,4등급(보통 위험),0.17,"1,700",0,20240925,,,,,
K55105CK0701,삼성KODEX 모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H),삼성운용,,,1.49,6.62,12.50,7.92,,,4.73,7.14,6.66,3.39,4등급(보통 위험),0.60,"5,966",54,20190603,,ETF,,,
K55105BU1062,삼성한국형TDF2025증권투자신탁H[채권혼합-재간접형]_Cpe(퇴직연금),삼성운용,,4.92,3.91,9.59,12.50,7.19,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.69,"6,900",874,20170803,,,,,
K55213DI3467,한화OCIO솔루션증권투자신탁(혼합-재간접형)C-RPe(퇴직연금),한화운용,,,,9.21,12.47,7.83,,,,7.14,6.66,3.39,4등급(보통 위험),0.05,500,11,20210426,,,,,
K55363BU1309,트러스톤디딤백년50EMP자산배분증권자투자신탁[채권혼합-재간접형]CP2-E클래스,트러스톤운용,,5.73,4.51,9.63,12.46,7.91,,4.86,4.73,7.14,6.66,3.39,4등급(보통 위험),0.65,"6,500",24,20170920,,,,,
K55101DX8314,한국투자TDF알아서ETF포커스2030증권투자신탁(혼합-재간접형)(C-R),한국투자신탁운용,,,,,12.41,8.63,,,,,10.62,5.63,4등급(보통 위험),0.74,"7,400",133,20230418,,,,,
K55223DE1125,KB타겟리턴안정형OCIO증권투자신탁(혼합-재간접형)C-퇴직e,KB운용,,,,9.55,12.40,8.59,,,,7.14,6.66,3.39,4등급(보통 위험),0.64,"6,400",43,20211124,,,,,
K55210BU2351,신한마음편한TDF2025증권투자신탁[주식혼합-재간접형](종류C-re),신한자산운용,,5.15,4.51,10.09,12.39,9.06,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.57,"5,700","1,257",20170822,,,,,
K55301C11822,미래에셋연금인사이트플러스증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋운용,,8.88,4.04,13.19,12.39,7.61,,7.21,6.85,10.86,11.33,6.18,4등급(보통 위험),0.93,"9,300",6,20180227,계열사,,,,
K55213C50561,한화LIFEPLUSTDF2020증권자투자신탁(혼합-재간접형)종류C-RPE(퇴직연금),한화운용,,5.51,4.07,9.18,12.36,8.13,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.83,"8,300",142,20180524,,,,,
K55105BC8994,삼성한국형TDF2025증권투자신탁H[채권혼합-재간접형]_Cp(퇴직연금),삼성운용,,4.73,3.71,9.38,12.29,7.09,,7.17,6.62,10.76,10.62,5.63,4등급(보통 위험),0.88,"8,800","1,106",20160421,,,,,
K55107DT5666,우리다같이OCIO타겟리턴증권자투자신탁(채권혼합-재간접형)ClassC-Pe,우리운용,,,,9.52,12.26,6.81,,,,7.14,6.66,3.39,4등급(보통 위험),0.61,"6,100",442,20220513,,,,,
K55307DH1634,유리글로벌Top10주식과단기채증권자투자신탁[채권혼합]_ClassC-P1e,유리운용,,,,12.08,12.25,5.47,,,,7.18,7.00,3.66,4등급(보통 위험),0.62,"6,200",659,20211018,,,,,
